datetimeobject,COUNTYGEOID,positiveIRM,period,deathIRM
2020-03-11,34001,0.0,3 days,0.0
2020-03-12,34001,0.0,3 days,0.0
2020-03-13,34001,0.0,3 days,0.0
2020-03-14,34001,0.0,3 days,0.0
2020-03-15,34001,0.0,3 days,0.0
2020-03-16,34001,0.0,3 days,0.0
2020-03-17,34001,0.0,3 days,0.0
2020-03-18,34001,0.0,3 days,0.0
2020-03-19,34001,0.0,3 days,0.0
2020-03-20,34001,0.0,3 days,0.0
2020-03-21,34001,0.0,3 days,0.0
2020-03-22,34001,0.3792619562331703,3 days,0.0
2020-03-23,34001,0.3792619562331703,3 days,0.0
2020-03-24,34001,0.3792619562331703,3 days,0.0
2020-03-25,34001,0.3792619562331703,3 days,0.0
2020-03-26,34001,0.0,3 days,0.0
2020-03-27,34001,1.517047824932681,3 days,0.0
2020-03-28,34001,1.1377858686995108,3 days,0.0
2020-03-29,34001,1.517047824932681,3 days,0.0
2020-03-30,34001,1.8963097811658516,3 days,0.0
2020-03-31,34001,1.8963097811658516,3 days,0.0
2020-04-01,34001,1.8963097811658516,3 days,0.0
2020-04-02,34001,3.413357606098532,3 days,0.0
2020-04-03,34001,3.792619562331703,3 days,0.0
2020-04-04,34001,8.343763037129747,3 days,0.0
2020-04-05,34001,8.723024993362916,3 days,0.0
2020-04-06,34001,8.723024993362916,3 days,0.0
2020-04-07,34001,4.551143474798042,3 days,0.0
2020-04-08,34001,4.551143474798042,3 days,0.0
2020-04-09,34001,8.723024993362916,3 days,0.0
2020-04-10,34001,8.723024993362916,3 days,0.0
2020-04-11,34001,7.585239124663405,3 days,0.3792619562331703
2020-04-12,34001,7.585239124663405,3 days,0.3792619562331703
2020-04-13,34001,7.205977168430235,3 days,0.3792619562331703
2020-04-14,34001,6.447453255963894,3 days,0.3792619562331703
2020-04-15,34001,6.447453255963894,3 days,0.7585239124663405
2020-04-16,34001,8.343763037129747,3 days,0.7585239124663405
2020-04-17,34001,9.860810862062428,3 days,0.7585239124663405
2020-04-18,34001,8.343763037129747,3 days,0.7585239124663405
2020-04-19,34001,6.068191299730724,3 days,0.7585239124663405
2020-04-20,34001,4.551143474798042,3 days,0.0
2020-04-21,34001,6.068191299730724,3 days,0.0
2020-04-22,34001,13.653430424394125,3 days,0.0
2020-04-23,34001,14.79121629309364,3 days,1.8963097811658516
2020-04-24,34001,13.653430424394125,3 days,1.8963097811658516
2020-04-25,34001,11.377858686995108,3 days,0.0
2020-04-26,34001,11.377858686995108,3 days,0.0
2020-04-27,34001,15.929002161793154,3 days,0.0
2020-04-28,34001,42.0980771418819,3 days,0.3792619562331703
2020-04-29,34001,42.0980771418819,3 days,0.7585239124663405
2020-04-30,34001,21.23866954905753,3 days,1.517047824932681
2020-05-01,34001,18.20457389919217,3 days,1.517047824932681
2020-05-02,34001,18.20457389919217,3 days,1.517047824932681
2020-05-03,34001,14.41195433686047,3 days,1.1377858686995108
2020-05-04,34001,14.41195433686047,3 days,0.7585239124663405
2020-05-05,34001,20.859407592824365,3 days,0.3792619562331703
2020-05-06,34001,21.23866954905753,3 days,0.7585239124663405
2020-05-07,34001,21.23866954905753,3 days,1.1377858686995108
2020-05-08,34001,21.23866954905753,3 days,2.2755717373990216
2020-05-09,34001,26.92759889255509,3 days,2.2755717373990216
2020-05-10,34001,26.92759889255509,3 days,1.517047824932681
2020-05-11,34001,8.723024993362916,3 days,1.517047824932681
2020-05-12,34001,8.723024993362916,3 days,0.7585239124663405
2020-05-13,34001,9.481548905829255,3 days,1.8963097811658516
2020-05-14,34001,10.619334774528769,3 days,3.413357606098532
2020-05-15,34001,10.998596730761935,3 days,3.413357606098532
2020-05-16,34001,14.41195433686047,3 days,3.034095649865362
2020-05-17,34001,14.41195433686047,3 days,1.1377858686995108
2020-05-18,34001,15.929002161793154,3 days,0.7585239124663405
2020-05-19,34001,15.929002161793154,3 days,0.7585239124663405
2020-05-20,34001,14.032692380627301,3 days,1.8963097811658516
2020-05-21,34001,12.136382599461449,3 days,1.8963097811658516
2020-05-22,34001,9.102286949596088,3 days,0.7585239124663405
2020-05-23,34001,7.585239124663405,3 days,0.7585239124663405
2020-05-24,34001,9.102286949596088,3 days,0.7585239124663405
2020-05-25,34001,9.481548905829255,3 days,0.3792619562331703
2020-05-26,34001,9.481548905829255,3 days,0.3792619562331703
2020-05-27,34001,14.41195433686047,3 days,1.8963097811658516
2020-05-28,34001,12.894906511927788,3 days,1.8963097811658516
2020-05-29,34001,12.894906511927788,3 days,0.7585239124663405
2020-05-30,34001,12.894906511927788,3 days,0.3792619562331703
2020-05-31,34001,11.757120643228278,3 days,0.3792619562331703
2020-06-01,34001,10.998596730761935,3 days,0.0
2020-06-02,34001,10.998596730761935,3 days,0.0
2020-06-03,34001,10.998596730761935,3 days,0.3792619562331703
2020-06-04,34001,10.998596730761935,3 days,0.3792619562331703
2020-06-05,34001,8.723024993362916,3 days,0.3792619562331703
2020-06-06,34001,8.343763037129747,3 days,0.3792619562331703
2020-06-07,34001,8.723024993362916,3 days,0.0
2020-06-08,34001,8.343763037129747,3 days,0.0
2020-06-09,34001,7.585239124663405,3 days,0.0
2020-06-10,34001,7.585239124663405,3 days,0.0
2020-06-11,34001,6.8267152121970645,3 days,0.3792619562331703
2020-06-12,34001,8.343763037129747,3 days,0.3792619562331703
2020-06-13,34001,8.343763037129747,3 days,1.1377858686995108
2020-06-14,34001,8.343763037129747,3 days,0.3792619562331703
2020-06-15,34001,5.688929343497554,3 days,0.3792619562331703
