datetimeobject,gradient,gradientLCI,gradientUCI,pvalue,rsquared,intercept,STUSPS,prevailingDPR,continuousDPR,rank,prevailingCPD
2021-02-22,0.026048523385285544,0.023795023604455404,0.0310481588585845,1.2247034291086723e-21,0.9966078798985855,-64.22453304769647,IL,2.6048523385285542,1.9143485124799249,29.0,38.38989201840464
2021-02-22,0.025396508047848362,0.021761911230571626,0.030747259731837052,2.2278431155365883e-20,0.9944360402778417,-75.24019049437743,FL,2.539650804784836,1.6639183959380701,30.0,39.37549202102696
2021-02-22,0.02537527616070049,0.019569959450358335,0.03521249731784617,1.6644190731212033e-20,0.9865386713925889,-84.27594820618424,TX,2.537527616070049,1.5959812739019468,31.0,39.40843810593606
2021-02-22,0.02480285315375906,0.020176411817610672,0.06649178063505094,1.748611135096466e-10,0.9264027429161681,-15.56794611465017,PR,2.480285315375906,1.9978439807771746,32.0,40.317942206114395
2021-02-22,0.023940901078091742,0.019046703359807737,0.02950023263850295,2.6830339323963027e-19,0.9910465020166915,-148.18954921033475,OK,2.3940901078091743,1.0010670426721793,33.0,41.76952223887251
2021-02-22,0.015184061036809138,0.013611700243615268,0.016060086474132994,1.0615420031952083e-26,0.9984879823934454,71.47157065229646,NY,1.5184061036809138,2.3939910767186405,34.0,65.85853399665638
2021-02-22,0.022321385874312524,0.004799073051676867,0.03430623597531217,3.4657131291397006e-10,0.9258380162234635,-29.51252556391495,OR,2.2321385874312525,1.4103033951990787,35.0,44.80008569498371
2021-02-22,0.021569008768443587,0.017178917569601725,0.029357950201632402,2.744507300594602e-15,0.9814766297207482,-108.84622344361333,WI,2.1569008768443587,1.1214096042016544,36.0,46.362816703150685
2021-02-22,0.020681563542241863,0.01707998885557582,0.02254954576089315,5.921576672850923e-20,0.9951605019287262,-84.11220724839504,KY,2.068156354224186,1.1219504832436946,37.0,48.35224367623421
2021-02-22,0.020046890566889616,0.017837867724302924,0.025421297249236682,1.6090608381881672e-18,0.9926884873428449,-56.92947271100218,NC,2.0046890566889615,1.2943198606007802,38.0,49.88304778056937
2021-02-22,0.018091402531629268,0.016449113303549454,0.021331454626104314,2.7111857243822796e-20,0.9940716020899771,-15.564437565533837,SC,1.8091402531629268,1.6480017089216,39.0,55.27487425320929
2021-02-22,0.01577611305457431,0.011196514207570972,0.01978809433181207,3.46243423107722e-12,0.954848408388489,-0.655667049343549,HI,1.5776113054574312,1.5419841866122863,40.0,63.38696968896583
2021-02-22,0.010635183331715495,0.00494442576388586,0.01619192980846833,2.5626019588171107e-14,0.9632099839520452,27.753132194076926,NH,1.0635183331715494,1.5666363475923488,41.0,94.02752814028796
2021-02-22,0.01564517108895614,0.011071027432331688,0.019291242079610853,1.005265149680382e-15,0.9867881182405999,-45.794490477924626,ID,1.564517108895614,1.0795152231746972,42.0,63.91748574139248
2021-02-22,0.010990858978029636,0.006320443431073462,0.019428628730444278,7.009308396026166e-13,0.944999939586019,13.433881596907781,ME,1.0990858978029636,1.5093820250493184,43.0,90.98469937599663
2021-02-22,0.010672188768921509,0.004567740829524056,0.016017571616029732,3.7620714749090835e-07,0.8353591372499789,53.44825940372675,ND,1.067218876892151,1.4781698082809733,44.0,93.701491011113
2021-02-22,0.014034066759184574,0.009249788564774528,0.03402474534144032,5.661612228350359e-10,0.944334902617382,-38.887140934435934,NE,1.4034066759184574,1.0284261613126882,45.0,71.25518334488123
2021-02-22,0.010639249462901998,0.008851570994595302,0.012905858935709193,3.1295100844565512e-18,0.9920548001301513,24.616224951043193,CO,1.0639249462901998,1.3988254898144237,46.0,93.99159249784492
2021-02-22,0.01051946705089779,0.007325893475769871,0.026537408835155686,1.638611039731656e-10,0.9637988028942859,28.354828408910635,MT,1.051946705089779,1.3571500860236818,47.0,95.06185010719287
2021-02-22,0.008250886322210604,0.005664953939948399,0.012965623332340127,3.641357061995214e-12,0.9641663405594012,12.282821577541029,VT,0.8250886322210604,1.3555144793592115,48.0,121.1991004297435
2021-02-22,0.012267034890271242,0.009031258755142515,0.0149578996096708,7.826873702080107e-16,0.9862078545334306,9.914479611253,MN,1.2267034890271242,1.3413652608708344,49.0,81.51929206568748
2021-02-22,0.01323295387265954,0.00876927634519582,0.04410939900839689,5.4515036535601876e-08,0.8498474199231737,-2.546835499711179,VA,1.323295387265954,1.3243299184279291,50.0,75.56891753896981
2021-02-22,0.008795152351765579,0.007835916562786583,0.013828885872493724,2.5791363551966096e-15,0.9824119755923644,-43.087969513341335,UT,0.8795152351765579,0.504805596722169,51.0,113.69899690245336
2021-02-22,0.007031867609682163,0.003815985519909798,0.00991698140456674,3.93844498778372e-09,0.9004176018112867,-13.54552484265787,AK,0.7031867609682163,0.5224566270920785,52.0,142.20973082927532
