datetimeobject,STUSPS,positiveIncrease,testIncrease,deathIncrease,positiveCumulative,testCumulative,deathCumulative,positiveRate,testRate,deathRate,ndays,positiveIncreaseRate,testIncreaseRate,deathIncreaseRate
2020-08-22,CO,356.0,12233.0,0.0,54586.0,918926.0,1815.0,947.8816184662746,15957.078081023335,31.517332970290703,213,6.181912141831124,212.42508772758467,0.0
2020-08-23,CO,297.0,11226.0,0.0,54883.0,930152.0,1815.0,953.0390002250494,16152.016692551977,31.517332970290703,214,5.157381758774842,194.93861152864102,0.0
2020-08-24,CO,260.0,8444.0,0.0,55143.0,938596.0,1815.0,957.5538798791957,16298.646091781253,31.517332970290703,215,4.514879654146327,146.62939922927532,0.0
2020-08-25,CO,198.0,9049.0,9.0,55341.0,947645.0,1824.0,960.9921343850456,16455.78126866729,31.673617266011156,216,3.438254505849895,157.1351768860389,0.15628429572044977
2020-08-26,CO,459.0,7996.0,2.0,55800.0,955641.0,1826.0,968.9626334667885,16594.631182954035,31.708347109504587,217,7.970499081742938,138.84991428674627,0.034729843493433284
2020-01-22,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2020-01-23,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2020-01-24,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2020-01-25,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0
2020-01-26,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0
2020-01-27,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0
2020-01-28,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0
2020-01-29,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
2020-01-30,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0
2020-01-31,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0
2020-02-01,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
2020-02-02,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
2020-02-03,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
2020-02-04,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
2020-02-05,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0
2020-02-06,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0
2020-02-07,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0
2020-02-08,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0
2020-02-09,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0
2020-02-10,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0
2020-02-11,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0
2020-02-12,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0
2020-02-13,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0
2020-02-14,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0
2020-02-15,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0
2020-02-16,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0
2020-02-17,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0
2020-02-18,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0
2020-02-19,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0
2020-02-20,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0
2020-02-21,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0
2020-02-22,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0
2020-02-23,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0
2020-02-24,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0
2020-02-25,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0
2020-02-26,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0
2020-02-27,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0
2020-02-28,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0
2020-02-29,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0
2020-03-01,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0
2020-03-02,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0
2020-03-03,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0
2020-03-04,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0
2020-03-05,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0
2020-03-06,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0
2020-03-07,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0
2020-03-08,CT,1.0,30.0,0.0,1.0,30.0,0.0,0.028048232863160806,0.8414469858948241,0.0,46,0.028048232863160806,0.8414469858948241,0.0
2020-03-09,CT,0.0,17.0,0.0,1.0,47.0,0.0,0.028048232863160806,1.318266944568558,0.0,47,0.0,0.4768199586737337,0.0
2020-03-10,CT,1.0,9.0,0.0,2.0,56.0,0.0,0.05609646572632161,1.570701040337005,0.0,48,0.028048232863160806,0.2524340957684473,0.0
2020-03-11,CT,1.0,18.0,0.0,3.0,74.0,0.0,0.08414469858948243,2.0755692318738994,0.0,49,0.028048232863160806,0.5048681915368946,0.0
2020-03-12,CT,3.0,21.0,0.0,6.0,95.0,0.0,0.16828939717896485,2.6645821220002768,0.0,50,0.08414469858948241,0.5890128901263769,0.0
2020-03-13,CT,0.0,10.0,0.0,6.0,105.0,0.0,0.16828939717896485,2.9450644506318846,0.0,51,0.0,0.28048232863160805,0.0
2020-03-14,CT,5.0,31.0,0.0,11.0,136.0,0.0,0.3085305614947689,3.8145596693898693,0.0,52,0.14024116431580402,0.869495218757985,0.0
2020-03-15,CT,9.0,9.0,0.0,20.0,145.0,0.0,0.5609646572632161,4.066993765158316,0.0,53,0.2524340957684473,0.2524340957684473,0.0
2020-03-16,CT,6.0,6.0,0.0,26.0,151.0,0.0,0.7292540544421809,4.235283162337281,0.0,54,0.16828939717896482,0.16828939717896482,0.0
2020-03-17,CT,15.0,15.0,0.0,41.0,166.0,0.0,1.149977547389593,4.656006655284694,0.0,55,0.42072349294741207,0.42072349294741207,0.0
2020-03-18,CT,27.0,27.0,0.0,68.0,193.0,0.0,1.9072798346949347,5.413308942590036,0.0,56,0.7573022873053418,0.7573022873053418,0.0
2020-03-19,CT,28.0,507.0,1.0,96.0,700.0,1.0,2.6926303548634376,19.633763004212565,0.028048232863160806,57,0.7853505201685026,14.22045406162253,0.028048232863160806
2020-03-20,CT,98.0,98.0,2.0,194.0,798.0,3.0,5.441357175453197,22.382489824802324,0.08414469858948243,58,2.748726820589759,2.748726820589759,0.05609646572632161
2020-03-21,CT,0.0,1502.0,1.0,194.0,2300.0,4.0,5.441357175453197,64.51093558526985,0.11219293145264322,59,0.0,42.12844576046753,0.028048232863160806
2020-03-22,CT,29.0,800.0,1.0,223.0,3100.0,5.0,6.25475592848486,86.9495218757985,0.14024116431580402,60,0.8133987530316634,22.438586290528644,0.028048232863160806
2020-03-23,CT,192.0,1400.0,5.0,415.0,4500.0,10.0,11.640016638211735,126.21704788422362,0.28048232863160805,61,5.385260709726874,39.26752600842513,0.14024116431580402
2020-03-24,CT,203.0,800.0,2.0,618.0,5300.0,12.0,17.33380790943338,148.65563417475227,0.3365787943579297,62,5.693791271221643,22.438586290528644,0.05609646572632161
2020-03-25,CT,257.0,598.0,7.0,875.0,5898.0,19.0,24.542203755265703,165.42847742692243,0.5329164244000553,63,7.208395845832327,16.772843252170162,0.19633763004212565
2020-03-26,CT,137.0,739.0,2.0,1012.0,6637.0,21.0,28.384811657518735,186.15612151279828,0.5890128901263769,64,3.8426079022530306,20.727644085875834,0.05609646572632161
2020-03-27,CT,279.0,1763.0,6.0,1291.0,8400.0,27.0,36.2102686263406,235.60515605055076,0.7573022873053418,65,7.8254569688218645,49.4490345377525,0.16828939717896482
2020-03-28,CT,0.0,0.0,0.0,1291.0,8400.0,27.0,36.2102686263406,235.60515605055076,0.7573022873053418,66,0.0,0.0,0.0
2020-03-29,CT,702.0,3500.0,7.0,1993.0,11900.0,34.0,55.90012809627949,333.7739710716136,0.9536399173474673,67,19.689859469938884,98.16881502106283,0.19633763004212565
2020-03-30,CT,578.0,2700.0,2.0,2571.0,14600.0,36.0,72.11200669118642,409.50419980214775,1.0097363830737889,68,16.211878594906945,75.73022873053418,0.05609646572632161
2020-03-31,CT,557.0,1557.0,33.0,3128.0,16157.0,69.0,87.734872395967,453.17529837008914,1.9353280675580955,69,15.622865704780569,43.67109856794138,0.9255916844843066
2020-04-01,CT,429.0,443.0,16.0,3557.0,16600.0,85.0,99.76756429426298,465.60066552846934,2.3840997933686685,70,12.032691898295985,12.425367158380237,0.4487717258105729
2020-04-02,CT,267.0,1700.0,27.0,3824.0,18300.0,112.0,107.25644246872693,513.2826613958428,3.14140208067401,71,7.4888781744639354,47.68199586737337,0.7573022873053418
2020-04-03,CT,1090.0,1715.0,19.0,4914.0,20015.0,131.0,137.8290162895722,561.3853807561635,3.6743185050740657,72,30.572573820845278,48.10271936032078,0.5329164244000553
2020-04-04,CT,362.0,2014.0,34.0,5276.0,22029.0,165.0,147.9824765860364,617.8745217425694,4.627958422421533,73,10.153460296464212,56.489140986405864,0.9536399173474674
2020-04-05,CT,399.0,1241.0,24.0,5675.0,23270.0,189.0,159.17372149843757,652.682378725752,5.301116011137393,74,11.191244912401162,34.80785698318256,0.6731575887158593
2020-04-06,CT,1231.0,3416.0,17.0,6906.0,26686.0,206.0,193.70109615298853,748.4951421863092,5.777935969811126,75,34.527374654550954,95.8127634605573,0.4768199586737337
2020-04-07,CT,875.0,2350.0,71.0,7781.0,29036.0,277.0,218.24329990825422,814.4084894147372,7.769360503095544,76,24.542203755265707,65.9133472284279,1.9914245332844172
2020-04-08,CT,0.0,0.0,0.0,7781.0,29036.0,277.0,218.24329990825422,814.4084894147372,7.769360503095544,77,0.0,0.0,0.0
2020-04-09,CT,2003.0,4466.0,103.0,9784.0,33502.0,380.0,274.42391033316534,939.6718973816133,10.658328488001107,78,56.180610424911094,125.26340796687616,2.888967984905563
2020-04-10,CT,754.0,2786.0,68.0,10538.0,36288.0,448.0,295.5722779119886,1017.8142741383793,12.56560832269604,79,21.148367578823247,78.14237675676601,1.907279834694935
2020-04-11,CT,972.0,3543.0,46.0,11510.0,39831.0,494.0,322.83516025498085,1117.1891631725582,13.855827034401438,80,27.262882342992302,99.37488903417874,1.2902187117053971
2020-04-12,CT,525.0,1389.0,60.0,12035.0,41220.0,554.0,337.5604825081403,1156.1481586194884,15.538721006191087,81,14.725322253159423,38.95899544693036,1.6828939717896483
2020-04-13,CT,1346.0,3089.0,48.0,13381.0,44309.0,602.0,375.31340394195473,1242.7891499337923,16.885036183622805,82,37.75292143381444,86.64099131430373,1.3463151774317186
2020-04-14,CT,608.0,1532.0,69.0,13989.0,45841.0,671.0,392.3667295227565,1285.7590426801546,18.8203642511809,83,17.05332558080177,42.969892746362355,1.9353280675580955
2020-04-15,CT,766.0,4302.0,197.0,14755.0,50143.0,868.0,413.8516758959377,1406.4225404574722,24.34586612522358,84,21.484946373181177,120.66349777731779,5.5255018740426785
2020-04-16,CT,1129.0,2979.0,103.0,15884.0,53122.0,971.0,445.51813079844624,1489.9782261568282,27.234834110129142,85,31.66645490250855,83.55568569935605,2.888967984905563
2020-04-17,CT,925.0,2340.0,65.0,16809.0,55462.0,1036.0,471.46274619687,1555.6110910566244,29.057969246234595,86,25.944615398423746,65.63286489979629,1.8231351361054524
2020-04-18,CT,0.0,0.0,0.0,16809.0,55462.0,1036.0,471.46274619687,1555.6110910566244,29.057969246234595,87,0.0,0.0,0.0
2020-04-19,CT,741.0,2751.0,50.0,17550.0,58213.0,1086.0,492.2464867484722,1632.77177966318,30.460380889392635,88,20.783740551602158,77.16068860655538,1.4024116431580402
2020-04-20,CT,2265.0,4593.0,245.0,19815.0,62806.0,1331.0,555.7757341835313,1761.5973132036777,37.33219794086703,89,63.529247435059226,128.8255335404976,6.871817051474397
2020-04-21,CT,545.0,1386.0,92.0,20360.0,64192.0,1423.0,571.062021093954,1800.4721639520185,39.912635364277826,90,15.286286910422639,38.874850748340876,2.5804374234107943
2020-04-22,CT,2109.0,5726.0,121.0,22469.0,69918.0,1544.0,630.2157442023602,1961.0763453264772,43.30647154072029,91,59.15372310840614,160.60418137445876,3.3938361764424574
2020-04-23,CT,631.0,1579.0,95.0,23100.0,71497.0,1639.0,647.9141791390145,2005.3645050174082,45.971053662720564,92,17.69843493665447,44.28815969093091,2.6645821220002768
2020-04-24,CT,821.0,2541.0,125.0,23921.0,74038.0,1764.0,670.9417783196697,2076.6350647226996,49.47708277061566,93,23.02759918065502,71.2705597052916,3.5060291078951007
2020-04-25,CT,661.0,3564.0,98.0,24582.0,77602.0,1862.0,689.4816602422189,2176.598966647005,52.22580959120542,94,18.53988192254929,99.9639019243051,2.748726820589759
2020-04-26,CT,687.0,2209.0,62.0,25269.0,79811.0,1924.0,708.7507962192103,2238.5575130417274,53.96480002872139,95,19.269135976991475,61.95854639472222,1.73899043751597
2020-04-27,CT,0.0,0.0,74.0,25269.0,79811.0,1998.0,708.7507962192103,2238.5575130417274,56.040369260595284,96,0.0,0.0,2.0755692318738994
2020-04-28,CT,1043.0,12934.0,91.0,26312.0,92745.0,2089.0,738.0051030954871,2601.3333568938488,58.59275845114293,97,29.254306876276722,362.77584385212185,2.5523891905476335
2020-04-29,CT,455.0,2073.0,79.0,26767.0,94818.0,2168.0,750.7670490482253,2659.4773436191813,60.80856884733263,98,12.761945952738166,58.14398672533235,2.2158103961897035
2020-04-30,CT,933.0,2315.0,89.0,27700.0,97133.0,2257.0,776.9360503095543,2724.4090026973986,63.30486157215394,99,26.169001261329033,64.93165907821727,2.496292724821312
2020-05-01,CT,1064.0,3124.0,82.0,28764.0,100257.0,2339.0,806.7793700759573,2812.031682161913,65.60481666693312,100,29.8433197664031,87.62267946451436,2.299955094779186
2020-05-02,CT,0.0,0.0,0.0,28764.0,100257.0,2339.0,806.7793700759573,2812.031682161913,65.60481666693312,101,0.0,0.0,0.0
2020-05-03,CT,523.0,2236.0,97.0,29287.0,102493.0,2436.0,821.4485958633906,2874.7475308439402,68.32549525465973,102,14.669225787433101,62.71584868202756,2.720678587726598
2020-05-04,CT,0.0,0.0,59.0,29287.0,102493.0,2495.0,821.4485958633906,2874.7475308439402,69.98034099358621,103,0.0,0.0,1.6548457389264875
2020-05-05,CT,1334.0,6150.0,138.0,30621.0,108643.0,2633.0,858.8649385028472,3047.244162952379,73.8509971287024,104,37.416342639456516,172.49663210843894,3.870656135116191
2020-05-06,CT,374.0,2804.0,85.0,30995.0,111447.0,2718.0,869.3549775936692,3125.891407900682,76.23509692207107,105,10.490039090822142,78.6472449483029,2.3840997933686685
2020-05-07,CT,789.0,4727.0,79.0,31784.0,116174.0,2797.0,891.4850333227031,3258.4754046448434,78.45090731826078,106,22.130055729033877,132.58399674416114,2.2158103961897035
2020-05-08,CT,627.0,4367.0,77.0,32411.0,120541.0,2874.0,909.0712753279049,3380.9620375582667,80.61062124872416,107,17.586242005201825,122.48663291342324,2.159713930463382
2020-05-09,CT,573.0,3028.0,58.0,32984.0,123569.0,2932.0,925.142912758496,3465.8920866679177,82.23741875478748,108,16.071637430591142,84.93004910965092,1.6267975060633268
2020-05-10,CT,570.0,6623.0,35.0,33554.0,130192.0,2967.0,941.1304054904977,3651.6555329206312,83.21910690499811,109,15.987492732001659,185.763446252714,0.9816881502106282
2020-05-11,CT,211.0,2316.0,41.0,33765.0,132508.0,3008.0,947.0485826246246,3716.6152402317116,84.36908445238771,110,5.91817713412693,64.95970731108042,1.149977547389593
2020-05-12,CT,568.0,5916.0,33.0,34333.0,138424.0,3041.0,962.9799788909,3882.5485858501715,85.29467613687201,111,15.931396266275337,165.93334561845933,0.9255916844843066
2020-05-13,CT,522.0,4519.0,84.0,34855.0,142943.0,3125.0,977.6211564454699,4009.298550158795,87.65072769737752,112,14.641177554569941,126.74996430862369,2.3560515605055077
2020-05-14,CT,609.0,6619.0,94.0,35464.0,149562.0,3219.0,994.7025302591347,4194.949803480056,90.28726158651463,113,17.081373813664932,185.65125332126138,2.636533889137116
2020-05-15,CT,621.0,6346.0,66.0,36085.0,155908.0,3285.0,1012.1204828671578,4372.943889229675,92.13844495548325,114,17.417952608022862,177.99408574961848,1.8511833689686132
2020-05-16,CT,618.0,8847.0,54.0,36703.0,164755.0,3339.0,1029.454290776591,4621.086605370059,93.65304953009394,115,17.33380790943338,248.14271614038364,1.5146045746106835
2020-05-17,CT,716.0,5852.0,69.0,37419.0,170607.0,3408.0,1049.5368255066142,4785.224864085275,95.58837759765203,116,20.082534730023138,164.13825871521703,1.9353280675580955
2020-05-18,CT,697.0,7072.0,41.0,38116.0,177679.0,3449.0,1069.0864438122373,4983.581966893548,96.73835514504162,117,19.54961830562308,198.35710280827323,1.149977547389593
2020-05-19,CT,314.0,7841.0,23.0,38430.0,185520.0,3472.0,1077.8935889312697,5203.508160773593,97.38346450089432,118,8.807145119032493,219.92619388004388,0.6451093558526986
2020-05-20,CT,587.0,5198.0,57.0,39017.0,190718.0,3529.0,1094.357901621945,5349.302875196302,98.98221377409448,119,16.464312690675392,145.79471442270986,1.598749273200166
2020-05-21,CT,191.0,5729.0,53.0,39208.0,196447.0,3582.0,1099.715114098809,5509.99120126935,100.46877011584202,120,5.3572124768637135,160.68832607304824,1.4865563417475227
2020-05-22,CT,432.0,5881.0,55.0,39640.0,202328.0,3637.0,1111.8319506956943,5674.9428587376,102.01142292331585,121,12.116836596885468,164.9516574682487,1.5426528074738444
2020-05-23,CT,382.0,6039.0,38.0,40022.0,208367.0,3675.0,1122.5463756494219,5844.326136998227,103.07725577211595,122,10.714424953727427,169.38327826062812,1.0658328488001105
2020-05-24,CT,446.0,5769.0,18.0,40468.0,214136.0,3693.0,1135.0558875063916,6006.1363923858025,103.58212396365286,123,12.50951185696972,161.8102553875747,0.5048681915368946
2020-05-25,CT,405.0,7590.0,49.0,40873.0,221726.0,3742.0,1146.4154218159717,6219.022479817193,104.95648737394772,124,11.359534309580127,212.8860874313905,1.3743634102948794
2020-05-26,CT,430.0,3636.0,27.0,41303.0,225362.0,3769.0,1158.4761619471308,6321.005854507645,105.71378966125309,125,12.060740131159147,101.98337469045269,0.7573022873053418
2020-05-27,CT,-15.0,3507.0,34.0,41288.0,228869.0,3803.0,1158.0554384541833,6419.37100715875,106.66742957860053,126,-0.42072349294741207,98.36515265110495,0.9536399173474674
2020-05-28,CT,271.0,6656.0,23.0,41559.0,235525.0,3826.0,1165.6565095601,6606.060045095949,107.31253893445324,127,7.601071105916579,186.68903793719832,0.6451093558526986
2020-05-29,CT,203.0,5868.0,42.0,41762.0,241393.0,3868.0,1171.3503008313216,6770.6470755369755,108.49056471470601,128,5.693791271221643,164.58703044102762,1.1780257802527538
2020-05-30,CT,260.0,5542.0,44.0,42022.0,246935.0,3912.0,1178.6428413757435,6926.090382064614,109.72468696068508,129,7.29254054442181,155.4433065276372,1.2341222459790755
2020-05-31,CT,179.0,3111.0,32.0,42201.0,250046.0,3944.0,1183.6634750582493,7013.348434501907,110.62223041230622,130,5.0206336825057845,87.25805243729327,0.8975434516211458
2020-06-01,CT,539.0,11344.0,20.0,42740.0,261390.0,3964.0,1198.781472571493,7331.527588101604,111.18319506956945,131,15.117997513243674,318.1791535996962,0.5609646572632161
2020-06-02,CT,239.0,9220.0,8.0,42979.0,270610.0,3972.0,1205.485000225788,7590.132295099946,111.40758093247472,132,6.703527654295432,258.60470699834264,0.22438586290528645
2020-06-03,CT,112.0,5826.0,17.0,43091.0,276436.0,3989.0,1208.6264023064623,7753.54129976072,111.88440089114846,133,3.1414020806740104,163.40900466077485,0.4768199586737337
2020-06-04,CT,148.0,5089.0,18.0,43239.0,281525.0,4007.0,1212.7775407702102,7896.278756801346,112.38926908268535,134,4.151138463747799,142.73745704062534,0.5048681915368946
2020-06-05,CT,221.0,5862.0,31.0,43460.0,287387.0,4038.0,1218.9762002329687,8060.697497845194,113.25876430144334,135,6.198659462758538,164.41874104384866,0.869495218757985
2020-06-06,CT,358.0,16042.0,17.0,43818.0,303429.0,4055.0,1229.0174675979802,8510.64724943602,113.73558426011708,136,10.041267365011569,449.94975159082566,0.4768199586737337
2020-06-07,CT,150.0,5594.0,16.0,43968.0,309023.0,4071.0,1233.2247025274544,8667.54906407254,114.18435598592764,137,4.2072349294741205,156.90181463652155,0.4487717258105729
2020-06-08,CT,124.0,4672.0,13.0,44092.0,313695.0,4084.0,1236.7026834024862,8798.590408009228,114.54898301314874,138,3.47798087503194,131.0413439366873,0.36462702722109047
2020-06-09,CT,87.0,4327.0,13.0,44179.0,318022.0,4097.0,1239.1428796615812,8919.955111608126,114.91361004036982,139,2.44019625909499,121.36470359889681,0.36462702722109047
2020-06-10,CT,168.0,4982.0,23.0,44347.0,323004.0,4120.0,1243.8549827825923,9059.691407732393,115.55871939622251,140,4.712103121011015,139.73629612426714,0.6451093558526986
2020-06-11,CT,114.0,8067.0,26.0,44461.0,331071.0,4146.0,1247.0524813289926,9285.95650223951,116.28797345066471,141,3.197498546400332,226.26509450711822,0.7292540544421809
2020-06-12,CT,228.0,14061.0,13.0,44689.0,345132.0,4159.0,1253.4474784217932,9680.342704528415,116.65260047788578,142,6.394997092800664,394.3862022889041,0.36462702722109047
2020-06-13,CT,305.0,5035.0,27.0,44994.0,350167.0,4186.0,1262.0021894450574,9821.56555699443,117.40990276519115,143,8.554711023264046,141.22285246601464,0.7573022873053418
2020-06-14,CT,94.0,7184.0,15.0,45088.0,357351.0,4201.0,1264.6387233341945,10023.064061883377,117.83062625813855,144,2.636533889137116,201.49850488894722,0.42072349294741207
2020-06-15,CT,147.0,4922.0,3.0,45235.0,362273.0,4204.0,1268.7618135650791,10161.117464035855,117.91477095672803,145,4.123090230884639,138.05340215247747,0.08414469858948241
2020-06-16,CT,114.0,6435.0,6.0,45349.0,368708.0,4210.0,1271.9593121114792,10341.607842510295,118.083060353907,146,3.197498546400332,180.49037847443978,0.16828939717896482
2020-06-17,CT,80.0,4571.0,9.0,45429.0,373279.0,4219.0,1274.2031707405322,10469.816314927803,118.33549444967544,147,2.2438586290528644,128.20847241750803,0.2524340957684473
2020-06-18,CT,11.0,7014.0,7.0,45440.0,380293.0,4226.0,1274.5117013020272,10666.546620230012,118.53183207971756,148,0.3085305614947689,196.7303053022099,0.19633763004212565
2020-06-19,CT,117.0,11795.0,12.0,45557.0,392088.0,4238.0,1277.7933445470167,10997.375526850994,118.86841087407548,149,3.281643244989814,330.8289066209817,0.33657879435792964
2020-06-20,CT,158.0,3799.0,13.0,45715.0,395887.0,4251.0,1282.2249653393962,11103.930763498141,119.23303790129658,150,4.431620792379407,106.55523664714791,0.36462702722109047
2020-06-21,CT,40.0,2043.0,9.0,45755.0,397930.0,4260.0,1283.3468946539226,11161.23330323758,119.48547199706503,151,1.1219293145264322,57.30253973943753,0.2524340957684473
2020-06-22,CT,27.0,6351.0,3.0,45782.0,404281.0,4263.0,1284.104196941228,11339.367630151513,119.56961669565452,152,0.7573022873053418,178.13432691393427,0.08414469858948241
2020-06-23,CT,117.0,-1484.0,14.0,45899.0,402797.0,4277.0,1287.3858401862178,11297.744052582582,119.96229195573878,153,3.281643244989814,-41.623577568930635,0.3926752600842513
2020-06-24,CT,14.0,6473.0,10.0,45913.0,409270.0,4287.0,1287.7785154463022,11479.300263905823,120.24277428437037,154,0.3926752600842513,181.5562113232399,0.28048232863160805
2020-06-25,CT,81.0,7850.0,11.0,45994.0,417120.0,4298.0,1290.0504223082182,11699.478891881636,120.55130484586515,155,2.271906861916025,220.17862797581233,0.3085305614947689
2020-06-26,CT,65.0,12704.0,9.0,46059.0,429824.0,4307.0,1291.8735574443235,12055.803642175231,120.80373894163358,156,1.8231351361054524,356.3247502935949,0.2524340957684473
2020-06-27,CT,147.0,9206.0,4.0,46206.0,439030.0,4311.0,1295.9966476752081,12314.015673913489,120.91593187308622,157,4.123090230884639,258.21203173825836,0.11219293145264322
2020-06-28,CT,97.0,6330.0,5.0,46303.0,445360.0,4316.0,1298.7173262629349,12491.560987937297,121.05617303740203,158,2.720678587726598,177.5453140238079,0.14024116431580402
2020-06-29,CT,59.0,21462.0,4.0,46362.0,466822.0,4320.0,1300.3721720018614,13093.532161646453,121.16836596885469,159,1.6548457389264875,601.9711737091573,0.11219293145264322
2020-06-30,CT,152.0,11536.0,2.0,46514.0,478358.0,4322.0,1304.6355033970617,13417.096575955879,121.224462434581,160,4.263331395200442,323.56441430942306,0.05609646572632161
2020-07-01,CT,58.0,11451.0,2.0,46572.0,489809.0,4324.0,1306.262300903125,13738.276890471932,121.28055890030733,161,1.6267975060633268,321.1803145160544,0.05609646572632161
2020-07-02,CT,74.0,10305.0,2.0,46646.0,500114.0,4326.0,1308.337870134999,14027.313930126804,121.33665536603365,162,2.0755692318738994,289.0370396548721,0.05609646572632161
2020-07-03,CT,71.0,-28.0,9.0,46717.0,500086.0,4335.0,1310.3292946682834,14026.528579606635,121.5890894618021,163,1.9914245332844172,-0.7853505201685026,0.2524340957684473
2020-07-04,CT,0.0,-60.0,0.0,46717.0,500026.0,4335.0,1310.3292946682834,14024.845685634846,121.5890894618021,164,0.0,-1.6828939717896483,0.0
2020-07-05,CT,0.0,24542.0,0.0,46717.0,524568.0,4335.0,1310.3292946682834,14713.20541656254,121.5890894618021,165,0.0,688.3597309276925,0.0
2020-07-06,CT,259.0,5945.0,3.0,46976.0,530513.0,4338.0,1317.593786979842,14879.95216093403,121.67323416039159,166,7.264492311558649,166.746744371491,0.08414469858948241
2020-07-07,CT,57.0,7313.0,0.0,47033.0,537826.0,4338.0,1319.1925362530424,15085.068887862324,121.67323416039159,167,1.598749273200166,205.11672692829498,0.0
