datetimeobject,COUNTYGEOID,deathRateDelta,period,deathRate,positiveRateDelta,positiveRate
2020-03-06,32021,0.0,3 days,0.0,0.0,0.0
2020-03-07,32021,0.0,3 days,0.0,0.0,0.0
2020-03-08,32021,0.0,3 days,0.0,0.0,0.0
2020-03-09,32021,0.0,3 days,0.0,0.0,0.0
2020-03-10,32021,0.0,3 days,0.0,0.0,0.0
2020-03-11,32021,0.0,3 days,0.0,0.0,0.0
2020-03-12,32021,0.0,3 days,0.0,0.0,0.0
2020-03-13,32021,0.0,3 days,0.0,0.0,0.0
2020-03-14,32021,0.0,3 days,0.0,0.0,0.0
2020-03-15,32021,0.0,3 days,0.0,0.0,0.0
2020-03-16,32021,0.0,3 days,0.0,0.0,0.0
2020-03-17,32021,0.0,3 days,0.0,0.0,0.0
2020-03-18,32021,0.0,3 days,0.0,0.0,0.0
2020-03-19,32021,0.0,3 days,0.0,0.0,0.0
2020-03-20,32021,0.0,3 days,0.0,0.0,0.0
2020-03-21,32021,0.0,3 days,0.0,0.0,0.0
2020-03-22,32021,0.0,3 days,0.0,0.0,0.0
2020-03-23,32021,0.0,3 days,0.0,0.0,0.0
2020-03-24,32021,0.0,3 days,0.0,0.0,0.0
2020-03-25,32021,0.0,3 days,0.0,0.0,0.0
2020-03-26,32021,0.0,3 days,0.0,0.0,0.0
2020-03-27,32021,0.0,3 days,0.0,0.0,0.0
2020-03-28,32021,0.0,3 days,0.0,0.0,0.0
2020-03-29,32021,0.0,3 days,0.0,0.0,0.0
2020-03-30,32021,0.0,3 days,0.0,0.0,0.0
2020-03-31,32021,0.0,3 days,0.0,0.0,0.0
2020-04-01,32021,0.0,3 days,0.0,0.0,0.0
2020-04-02,32021,0.0,3 days,0.0,0.0,0.0
2020-04-03,32021,0.0,3 days,0.0,0.0,0.0
2020-04-04,32021,0.0,3 days,0.0,0.0,0.0
2020-04-05,32021,0.0,3 days,0.0,0.0,0.0
2020-04-06,32021,0.0,3 days,0.0,0.0,0.0
2020-04-07,32021,0.0,3 days,0.0,0.0,0.0
2020-04-08,32021,0.0,3 days,0.0,0.0,0.0
2020-04-09,32021,0.0,3 days,0.0,0.0,0.0
2020-04-10,32021,0.0,3 days,0.0,0.0,0.0
2020-04-11,32021,0.0,3 days,0.0,0.0,0.0
2020-04-12,32021,0.0,3 days,0.0,0.0,0.0
2020-04-13,32021,0.0,3 days,0.0,0.0,0.0
2020-04-14,32021,0.0,3 days,0.0,0.0,0.0
2020-04-15,32021,0.0,3 days,0.0,0.0,0.0
2020-04-16,32021,0.0,3 days,0.0,0.0,0.0
2020-04-17,32021,0.0,3 days,0.0,0.0,0.0
2020-04-18,32021,0.0,3 days,0.0,0.0,0.0
2020-04-19,32021,0.0,3 days,0.0,0.0,0.0
2020-04-20,32021,0.0,3 days,0.0,0.0,0.0
2020-04-21,32021,0.0,3 days,0.0,0.0,0.0
2020-04-22,32021,0.0,3 days,0.0,0.0,44.39511653718091
2020-04-23,32021,0.0,3 days,0.0,0.0,44.39511653718091
2020-04-24,32021,0.0,3 days,0.0,0.0,44.39511653718091
2020-04-25,32021,0.0,3 days,0.0,0.0,44.39511653718091
2020-04-26,32021,0.0,3 days,0.0,0.0,44.39511653718091
2020-04-27,32021,0.0,3 days,0.0,0.0,44.39511653718091
2020-04-28,32021,0.0,3 days,0.0,100.0,88.79023307436182
2020-04-29,32021,0.0,3 days,0.0,100.0,88.79023307436182
2020-04-30,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-01,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-02,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-03,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-04,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-05,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-06,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-07,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-08,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-09,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-10,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-11,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-12,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-13,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-14,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-15,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-16,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-17,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-18,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-19,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-20,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-21,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-22,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-23,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-24,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-25,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-26,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-27,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-28,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-29,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-30,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-05-31,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-01,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-02,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-03,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-04,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-05,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-06,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-07,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-08,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-09,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-10,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-11,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-12,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-13,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-14,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-15,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-16,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-17,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-18,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-19,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-20,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-21,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-22,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-23,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-24,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-25,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-26,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-27,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-28,32021,0.0,3 days,0.0,0.0,88.79023307436182
2020-06-29,32021,0.0,3 days,0.0,25.000000000000014,110.98779134295229
2020-06-30,32021,0.0,3 days,0.0,25.000000000000014,110.98779134295229
2020-07-01,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-02,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-03,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-04,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-05,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-06,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-07,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-08,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-09,32021,0.0,3 days,0.0,0.0,110.98779134295229
2020-07-10,32021,0.0,3 days,0.0,19.999999999999986,133.18534961154273
2020-07-11,32021,0.0,3 days,0.0,19.999999999999986,133.18534961154273
2020-07-12,32021,0.0,3 days,0.0,0.0,133.18534961154273
2020-07-13,32021,0.0,3 days,0.0,0.0,133.18534961154273
2020-07-14,32021,0.0,3 days,0.0,0.0,133.18534961154273
2020-07-15,32021,0.0,3 days,0.0,33.333333333333336,177.58046614872364
2020-07-16,32021,0.0,3 days,0.0,33.333333333333336,177.58046614872364
2020-07-17,32021,0.0,3 days,0.0,25.000000000000014,221.97558268590458
2020-07-18,32021,0.0,3 days,0.0,25.000000000000014,221.97558268590458
2020-07-19,32021,0.0,3 days,0.0,0.0,221.97558268590458
2020-07-20,32021,0.0,3 days,0.0,0.0,221.97558268590458
2020-07-21,32021,0.0,3 days,0.0,0.0,221.97558268590458
2020-07-22,32021,0.0,3 days,0.0,0.0,221.97558268590458
2020-07-23,32021,0.0,3 days,0.0,9.999999999999986,244.173140954495
2020-07-24,32021,0.0,3 days,0.0,9.999999999999986,244.173140954495
2020-07-25,32021,0.0,3 days,0.0,0.0,244.173140954495
2020-07-26,32021,0.0,3 days,0.0,0.0,244.173140954495
2020-07-27,32021,0.0,3 days,0.0,0.0,244.173140954495
2020-07-28,32021,0.0,3 days,0.0,0.0,244.173140954495
2020-07-29,32021,0.0,3 days,0.0,0.0,244.173140954495
