datetimeobject,epochmilli,STUSPS,positiveRate,deathRate,label
2020-03-09,1583712000000.0,AK,0.0,0.0,
2020-03-10,1583798400000.0,AK,0.0,0.0,
2020-03-11,1583884800000.0,AK,0.0,0.0,
2020-03-12,1583971200000.0,AK,0.0,0.0,
2020-03-13,1584057600000.0,AK,0.1366969906157516,0.0,
2020-03-14,1584144000000.0,AK,0.1366969906157516,0.0,
2020-03-15,1584230400000.0,AK,0.1366969906157516,0.0,
2020-03-16,1584316800000.0,AK,0.1366969906157516,0.0,
2020-03-17,1584403200000.0,AK,0.5467879624630064,0.0,
2020-03-18,1584489600000.0,AK,1.2302729155417642,0.0,
2020-03-19,1584576000000.0,AK,1.6403638873890192,0.0,
2020-03-20,1584662400000.0,AK,2.050454859236274,0.0,
2020-03-21,1584748800000.0,AK,2.1871518498520257,0.0,
2020-03-22,1584835200000.0,AK,3.554121756009541,0.0,
2020-03-23,1584921600000.0,AK,5.331182634014312,0.0,
2020-03-24,1585008000000.0,AK,5.877970596477319,0.0,
2020-03-25,1585094400000.0,AK,6.83484953078758,0.0,
2020-03-26,1585180800000.0,AK,8.748607399408103,0.0,
2020-03-27,1585267200000.0,AK,10.252274296181369,0.0,
2020-03-28,1585353600000.0,AK,12.576123136649146,0.1366969906157516,
2020-03-29,1585440000000.0,AK,15.173365958348427,0.1366969906157516,
2020-03-30,1585526400000.0,AK,16.266941883274438,0.1366969906157516,
2020-03-31,1585612800000.0,AK,17.633911789431956,0.1366969906157516,
