datetimeobject,STUSPS,range,midpoint,median,score,rank
2020-12-27,ME,34.73684210526313,17.368421052631565,9.054777774378868,61.619699075359414,1.0
2020-12-27,HI,29.132075471698126,14.566037735849063,14.411784249275724,49.11434601413526,2.0
2020-12-27,NM,27.50791248107888,13.75395624053944,10.21307999865351,45.587126090916804,3.0
2020-12-27,OH,27.027866984357185,13.513933492178593,9.17445179923713,44.55366088841093,4.0
2020-12-27,OR,26.939699526651548,13.469849763325774,8.114084416085513,44.36431088595532,5.0
2020-12-27,AZ,26.365778761693925,13.182889380846962,10.747918439244255,43.13529612462212,6.0
2020-12-27,WA,25.042136077352964,12.521068038676482,8.748184807659253,40.32484899442593,7.0
2020-12-27,ID,24.182404421925373,12.091202210962686,8.860754337595555,38.518039413133266,8.0
2020-12-27,OK,24.16342709047946,12.08171354523973,10.354204733408917,38.47832713814882,9.0
2020-12-27,AK,24.155193992490634,12.077596996245317,7.673679003038954,38.4611007397656,10.0
2020-12-27,WY,23.368920521945444,11.684460260972722,5.449245689876679,36.82248935199719,11.0
2020-12-27,RI,23.01364365971108,11.50682182985554,7.238841201611727,36.08639714405848,12.0
2020-12-27,MT,22.59325044404973,11.296625222024865,8.44721865982687,35.21893727829152,13.0
2020-12-27,KY,22.37310357744897,11.186551788724485,8.875732141085965,34.7662312964144,14.0
2020-12-27,AL,21.9665033610573,10.98325168052865,8.008858203394059,33.93296165771984,15.0
2020-12-27,ND,21.861924686192502,10.930962343096251,8.460585741062568,33.71924810169535,16.0
2020-12-27,IN,21.7233009708738,10.8616504854369,7.271211976726258,33.436346946818475,17.0
2020-12-27,UT,20.752994865944096,10.376497432972048,8.301155246083253,31.46870588503964,18.0
2020-12-27,CO,20.668283481541373,10.334141740770686,6.60413194694144,31.2979850480743,19.0
2020-12-27,KS,18.58962525383053,9.294812626915265,6.503047597463047,27.16505324487812,20.0
2020-12-27,MN,18.029791239825002,9.014895619912501,5.935649027317245,26.07130763993305,21.0
2020-12-27,MD,17.976451259583772,8.988225629791886,7.438314258363924,25.967546849090308,22.0
2020-12-27,AR,17.366737739872054,8.683368869936027,7.010388361743463,24.78716924290451,23.0
2020-12-27,SD,16.023367410807428,8.011683705403714,4.676900769692096,22.224796120818585,24.0
2020-12-27,VA,15.031137332022276,7.515568666011138,6.355678921529959,20.368122051121425,25.0
2020-12-27,WI,14.912280701754366,7.456140350877183,5.317780382998031,20.147871222827508,26.0
2020-12-27,SC,13.57171881349043,6.785859406745215,6.190152561541359,17.697440774961926,27.0
2020-12-27,GA,13.29407516457877,6.647037582289385,5.389454237895714,17.198003038486306,28.0
2020-12-27,NE,13.271193963604093,6.635596981802046,4.360235407500493,17.15697181236161,29.0
2020-12-27,TN,12.207357859531788,6.103678929765894,4.552831439022386,15.271641951719683,30.0
2020-12-27,MA,10.474404389803418,5.237202194901709,5.383405132949747,12.301845463904588,31.0
2020-12-27,NJ,9.470975661575508,4.735487830787754,4.023153631664748,10.646474937994896,32.0
2020-12-27,FL,9.214586255259462,4.607293127629731,3.8138499444401543,10.231819866965523,33.0
2020-12-27,MS,7.387122628907269,3.6935613144536346,1.7466143526136082,7.386156020387799,34.0
2020-12-27,NH,5.667060212514759,2.8335301062573794,2.3618983597038117,4.91524109254478,35.0
2020-12-27,IA,0.0,0.0,0.0,0.0,36.0
2020-12-27,DE,0.0,0.0,0.0,0.0,36.0
2020-12-27,VT,0.0,0.0,0.0,0.0,36.0
2020-12-27,IL,0.0,0.0,0.0,0.0,36.0
2020-12-27,LA,0.0,0.0,0.0,0.0,36.0
2020-12-27,TX,0.0,0.0,0.0,0.0,36.0
2020-12-27,DC,0.0,0.0,0.0,0.0,36.0
2020-12-27,NV,0.0,0.0,0.0,0.0,36.0
2020-12-27,MO,0.0,0.0,0.0,0.0,36.0
2020-12-27,WV,0.0,0.0,0.0,0.0,36.0
2020-12-27,PR,0.0,0.0,0.0,0.0,36.0
2020-12-27,PA,0.0,0.0,0.0,0.0,36.0
2020-12-27,NC,0.0,0.0,0.0,0.0,36.0
2020-12-27,CA,0.0,0.0,0.0,0.0,36.0
2020-12-27,NY,0.0,0.0,0.0,0.0,36.0
2020-12-27,CT,0.0,0.0,0.0,0.0,36.0
2020-12-27,MI,0.0,0.0,0.0,0.0,36.0
