datetimeobject,epochmilli,STUSPS,positiveRate,deathRate
2020-03-19,1584576000000,VT,2.0833700594080984,0.16025923533908448
2020-03-19,1584576000000,VA,1.1364276735837622,0.023431498424407466
2020-03-19,1584576000000,WA,16.047500601781273,0.9455155837383401
2020-03-19,1584576000000,WV,0.11159798833466228,0.0
2020-03-19,1584576000000,WI,2.730816699682641,0.034349895593492344
2020-03-19,1584576000000,WY,3.1101028234550134,0.0
2020-03-19,1584576000000,PR,0.0,0.0
2020-03-20,1584662400000,AL,2.1210702839072972,0.0
2020-03-20,1584662400000,AK,1.5036668967732676,0.0
2020-03-20,1584662400000,AZ,0.9342305793727108,0.0
2020-03-20,1584662400000,AR,0.13254671277524982,0.0
2020-03-20,1584662400000,CA,3.1458619779504686,0.0607406978848039
2020-03-20,1584662400000,CO,6.320831515804857,0.0868246087335832
2020-03-20,1584662400000,CT,5.413308942590036,0.11219293145264322
2020-03-20,1584662400000,DE,4.005077205565208,0.0
2020-03-20,1584662400000,DC,10.060233879183675,0.0
2020-03-20,1584662400000,FL,2.625974980511215,0.032591888055990254
2020-03-20,1584662400000,GA,4.275990511068458,0.09418481301912904
2020-03-20,1584662400000,HI,2.4013470144193825,0.0
2020-03-20,1584662400000,ID,1.9585185765486988,0.0
2020-03-20,1584662400000,IL,3.282874655505314,0.03156610245678186
2020-03-20,1584662400000,IN,1.2328773024169297,0.04456183020784083
2020-03-20,1584662400000,IA,1.4262758037064154,0.0
2020-03-20,1584662400000,KS,1.613283017209954,0.034325170578935194
2020-03-20,1584662400000,KY,1.4325130778371649,0.0447660336824114
2020-03-20,1584662400000,LA,11.379295361334574,0.3011533744020492
2020-03-20,1584662400000,ME,4.017223473678259,0.0
2020-03-20,1584662400000,MD,2.4480290058355716,0.03308147305183205
2020-03-20,1584662400000,MA,5.716355872460266,0.014508517442792551
2020-03-20,1584662400000,MI,4.71619849968814,0.030039480889733378
2020-03-20,1584662400000,MN,2.003676835651688,0.0
2020-03-20,1584662400000,MS,2.6880374604900497,0.03360046825612562
2020-03-20,1584662400000,MO,0.961314739659675,0.048880410491169916
2020-03-20,1584662400000,MT,1.777731203299469,0.0
2020-03-20,1584662400000,NE,1.7059482797837893,0.0
2020-03-20,1584662400000,NV,4.642621997067681,0.06493177618276477
2020-03-20,1584662400000,NH,3.530161924114757,0.0
2020-03-20,1584662400000,NJ,8.98427077105984,0.056292423377567916
2020-03-20,1584662400000,NM,2.0030245670963156,0.0
2020-03-20,1584662400000,NY,37.06262313619599,0.66311766776273
2020-03-20,1584662400000,NC,1.7829758037788408,0.0
2020-03-20,1584662400000,ND,3.4117958906230723,0.0
2020-03-20,1584662400000,OH,1.4800112925717122,0.017109957139557364
2020-03-20,1584662400000,OK,1.2130490721311833,0.02527185566939965
2020-03-20,1584662400000,OR,2.6791618348891837,0.07112819030679247
2020-03-20,1584662400000,PA,2.4293100079995384,0.007811286199355429
2020-03-20,1584662400000,RI,2.8318958315437324,0.0
2020-03-20,1584662400000,SC,2.447213032225134,0.058266976957741294
2020-03-20,1584662400000,SD,1.5825306700095743,0.11303790500068388
2020-03-20,1584662400000,TN,2.635750677900431,0.014643059321669061
2020-03-20,1584662400000,TX,1.4657254249319067,0.017243828528610665
2020-03-20,1584662400000,UT,2.869657057266502,0.0
2020-03-20,1584662400000,VT,2.884666236103521,0.32051847067816897
2020-03-20,1584662400000,VA,1.3824584070400405,0.023431498424407466
2020-03-20,1584662400000,WA,18.29310011315983,1.0768371925908873
2020-03-20,1584662400000,WV,0.4463919533386491,0.0
2020-03-20,1584662400000,WI,3.761313567487411,0.051524843390238516
2020-03-20,1584662400000,WY,3.628453294030849,0.0
2020-03-20,1584662400000,PR,0.0,0.0
2020-03-21,1584748800000,AL,2.671732761460153,0.0
2020-03-21,1584748800000,AK,1.7770608780047705,0.0
2020-03-21,1584748800000,AZ,1.4288232390406166,0.013738684990775159
2020-03-21,1584748800000,AR,0.13254671277524982,0.0
2020-03-21,1584748800000,CA,3.571046863144096,0.06327156029667073
2020-03-21,1584748800000,CO,8.230972907943688,0.10418953048029984
2020-03-21,1584748800000,CT,5.413308942590036,0.11219293145264322
2020-03-21,1584748800000,DE,4.621242929498318,0.0
2020-03-21,1584748800000,DC,13.885956621971834,0.0
2020-03-21,1584748800000,FL,3.543203830086941,0.05121582408798469
2020-03-21,1584748800000,GA,4.869354833088971,0.13185873822678063
2020-03-21,1584748800000,HI,2.4013470144193825,0.0
2020-03-21,1584748800000,ID,2.294264618242761,0.0
2020-03-21,1584748800000,IL,5.8949696338040125,0.03945762807097733
2020-03-21,1584748800000,IN,1.8418889819240878,0.05941577361045445
2020-03-21,1584748800000,IA,2.186956232349837,0.0
2020-03-21,1584748800000,KS,1.9222095524203706,0.06865034115787039
2020-03-21,1584748800000,KY,1.4325130778371649,0.0671490505236171
2020-03-21,1584748800000,LA,16.219260307081793,0.43021910628864174
2020-03-21,1584748800000,ME,4.984332828452655,0.0
2020-03-21,1584748800000,MD,3.1923621495017933,0.03308147305183205
2020-03-21,1584748800000,MA,7.283275756281861,0.014508517442792551
2020-03-21,1584748800000,MI,6.25822518536112,0.060078961779466755
2020-03-21,1584748800000,MN,2.3760415573214706,0.017731653412846795
2020-03-21,1584748800000,MS,3.259245420844185,0.03360046825612562
2020-03-21,1584748800000,MO,1.238303732442971,0.048880410491169916
2020-03-21,1584748800000,MT,2.432684804515063,0.0
2020-03-21,1584748800000,NE,1.964425291872242,0.0
2020-03-21,1584748800000,NV,4.90234910179874,0.06493177618276477
2020-03-21,1584748800000,NH,4.412702405143446,0.0
2020-03-21,1584748800000,NJ,13.363821309834623,0.1463603007816766
2020-03-21,1584748800000,NM,2.6230083616737465,0.0
2020-03-21,1584748800000,NY,53.51205365434123,0.8995782314610676
2020-03-21,1584748800000,NC,2.4217960115498696,0.0
2020-03-21,1584748800000,ND,3.674241728363309,0.0
2020-03-21,1584748800000,OH,2.1130797067353346,0.017109957139557364
2020-03-21,1584748800000,OK,1.3141364948087817,0.02527185566939965
2020-03-21,1584748800000,OR,3.248187357343523,0.0948375870757233
2020-03-21,1584748800000,PA,3.116703193542816,0.015622572398710857
2020-03-21,1584748800000,RI,5.097412496778719,0.0
2020-03-21,1584748800000,SC,3.340640012243834,0.058266976957741294
2020-03-21,1584748800000,SD,1.5825306700095743,0.11303790500068388
2020-03-21,1584748800000,TN,4.392917796500719,0.014643059321669061
2020-03-21,1584748800000,TX,1.8519871839727857,0.0206925942343328
2020-03-21,1584748800000,UT,3.5870713215831276,0.0
2020-03-21,1584748800000,VT,7.532184060936972,0.32051847067816897
2020-03-21,1584748800000,VA,1.769078131042764,0.0351472476366112
2020-03-21,1584748800000,WA,21.615536817129275,1.2212909623286894
2020-03-21,1584748800000,WV,0.6695879300079737,0.0
2020-03-21,1584748800000,WI,4.84333527868242,0.06869979118698469
2020-03-21,1584748800000,WY,3.9740202744147393,0.0
2020-03-21,1584748800000,PR,0.0,0.0
2020-03-22,1584835200000,AL,3.2020003324369775,0.0
2020-03-22,1584835200000,AK,2.4605458310835284,0.0
2020-03-22,1584835200000,AZ,2.088280118597824,0.027477369981550318
2020-03-22,1584835200000,AR,1.4580138405277479,0.0
2020-03-22,1584835200000,CA,4.1708612547565345,0.07592587235600487
2020-03-22,1584835200000,CO,10.314763517549684,0.12155445222701647
2020-03-22,1584835200000,CT,9.171772146253584,0.22438586290528645
2020-03-22,1584835200000,DE,5.750880090042351,0.0
2020-03-22,1584835200000,DC,14.452730361644154,0.28338686983615985
2020-03-22,1584835200000,FL,4.669951960022604,0.05121582408798469
2020-03-22,1584835200000,GA,5.500393080317135,0.14127721952869354
2020-03-22,1584835200000,HI,3.6020205216290737,0.0
2020-03-22,1584835200000,ID,2.294264618242761,0.0
2020-03-22,1584835200000,IL,8.246644266834263,0.04734915368517279
2020-03-22,1584835200000,IN,3.000496567327949,0.08912366041568166
2020-03-22,1584835200000,IA,2.8525516074128308,0.0
2020-03-22,1584835200000,KS,2.1968109170518524,0.06865034115787039
2020-03-22,1584835200000,KY,1.4325130778371649,0.0671490505236171
2020-03-22,1584835200000,LA,16.92912183245805,0.43021910628864174
2020-03-22,1584835200000,ME,6.025835210517388,0.0
2020-03-22,1584835200000,MD,4.0193989757975945,0.04962220957774807
2020-03-22,1584835200000,MA,8.92273822731742,0.029017034885585102
2020-03-22,1584835200000,MI,11.324884295429483,0.12015792355893351
2020-03-22,1584835200000,MN,2.961186119945415,0.017731653412846795
2020-03-22,1584835200000,MS,6.9216964607618765,0.03360046825612562
2020-03-22,1584835200000,MO,1.759694777682117,0.048880410491169916
2020-03-22,1584835200000,MT,3.0876384057306567,0.0
2020-03-22,1584835200000,NE,2.6364655233022196,0.0
2020-03-22,1584835200000,NV,4.999746766072887,0.06493177618276477
2020-03-22,1584835200000,NH,5.368787926257859,0.0
2020-03-22,1584835200000,NJ,19.0606145556445,0.1463603007816766
2020-03-22,1584835200000,NM,2.718390483916428,0.0
2020-03-22,1584835200000,NY,77.97030065600842,1.1617410303440074
2020-03-22,1584835200000,NC,2.888992879919726,0.0
2020-03-22,1584835200000,ND,3.674241728363309,0.0
2020-03-22,1584835200000,OH,3.045572370841211,0.025664935709336045
2020-03-22,1584835200000,OK,1.6679424741803768,0.0505437113387993
2020-03-22,1584835200000,OR,3.817212879797863,0.11854698384465413
2020-03-22,1584835200000,PA,3.9681333892725577,0.031245144797421714
2020-03-22,1584835200000,RI,6.3245673571143355,0.0
2020-03-22,1584835200000,SC,3.7485088509480233,0.058266976957741294
2020-03-22,1584835200000,SD,2.3737960050143614,0.11303790500068388
2020-03-22,1584835200000,TN,5.652220898164258,0.029286118643338122
2020-03-22,1584835200000,TX,2.2106588173678876,0.027590125645777067
2020-03-22,1584835200000,UT,4.928324076609862,0.03119192453550546
2020-03-22,1584835200000,VT,8.333480237632394,0.32051847067816897
2020-03-22,1584835200000,VA,2.507170331411599,0.0702944952732224
2020-03-22,1584835200000,WA,24.0449865809014,1.2344231232139442
2020-03-22,1584835200000,WV,0.8927839066772982,0.0
2020-03-22,1584835200000,WI,6.543655110560291,0.06869979118698469
2020-03-22,1584835200000,WY,4.492370744990575,0.0
2020-03-22,1584835200000,PR,0.0,0.0
2020-03-23,1584921600000,AL,3.9974016889022135,0.0
2020-03-23,1584921600000,AK,4.100909718472548,0.0
2020-03-23,1584921600000,AZ,3.2285909728321625,0.027477369981550318
2020-03-23,1584921600000,AR,6.196558822242929,0.0
2020-03-23,1584921600000,CA,5.337588826627143,0.09870363406280634
2020-03-23,1584921600000,CO,12.468013814142546,0.12155445222701647
2020-03-23,1584921600000,CT,11.640016638211735,0.28048232863160805
2020-03-23,1584921600000,DE,6.98321153790857,0.0
2020-03-23,1584921600000,DC,17.00321219016959,0.28338686983615985
2020-03-23,1584921600000,FL,5.712892377814292,0.06983976011997912
2020-03-23,1584921600000,GA,6.828398943886855,0.14127721952869354
2020-03-23,1584921600000,HI,3.7432762283596253,0.0
2020-03-23,1584921600000,ID,3.7491641322503657,0.0
2020-03-23,1584921600000,IL,9.619769723704271,0.09469830737034558
2020-03-23,1584921600000,IN,3.1490360013540855,0.10397760381829528
2020-03-23,1584921600000,IA,3.327976875314969,0.0
2020-03-23,1584921600000,KS,2.7803388168937504,0.06865034115787039
2020-03-23,1584921600000,KY,2.3725997851678042,0.0895320673648228
2020-03-23,1584921600000,LA,24.888175298797925,0.752883436005123
2020-03-23,1584921600000,ME,7.58808878361449,0.0
2020-03-23,1584921600000,MD,4.796813592515647,0.04962220957774807
2020-03-23,1584921600000,MA,10.489658111139017,0.029017034885585102
2020-03-23,1584921600000,MI,14.509069269741222,0.18023688533840027
2020-03-23,1584921600000,MN,4.096011938367609,0.017731653412846795
2020-03-23,1584921600000,MS,8.332916127519153,0.03360046825612562
2020-03-23,1584921600000,MO,3.2749875029083846,0.06517388065489321
2020-03-23,1584921600000,MT,3.0876384057306567,0.0
2020-03-23,1584921600000,NE,2.6364655233022196,0.0
2020-03-23,1584921600000,NV,5.03221265416427,0.12986355236552954
2020-03-23,1584921600000,NH,5.73651312668648,0.0
2020-03-23,1584921600000,NJ,27.30182533812044,0.16887727013270376
2020-03-23,1584921600000,NM,3.95835807307129,0.0
2020-03-23,1584921600000,NY,106.80306808609488,1.619240816629922
2020-03-23,1584921600000,NC,3.346655118322851,0.0
2020-03-23,1584921600000,ND,3.936687566103545,0.0
2020-03-23,1584921600000,OH,3.7898555064119566,0.05132987141867209
2020-03-23,1584921600000,OK,2.0217484535519716,0.0505437113387993
2020-03-23,1584921600000,OR,4.528494782865788,0.11854698384465413
2020-03-23,1584921600000,PA,5.452277767150089,0.04686771719613257
2020-03-23,1584921600000,RI,7.834911800604327,0.0
2020-03-23,1584921600000,SC,5.768430718816388,0.09711162826290216
2020-03-23,1584921600000,SD,3.1650613400191485,0.11303790500068388
2020-03-23,1584921600000,TN,6.7943795252544446,0.029286118643338122
2020-03-23,1584921600000,TX,2.6072668735259326,0.03448765705722133
2020-03-23,1584921600000,UT,7.080566869559739,0.03119192453550546
2020-03-23,1584921600000,VT,12.019442650431337,0.32051847067816897
2020-03-23,1584921600000,VA,2.9640845506875446,0.0702944952732224
2020-03-23,1584921600000,WA,27.249233836903553,1.41827337560751
2020-03-23,1584921600000,WV,0.8927839066772982,0.0
2020-03-23,1584921600000,WI,7.299352813617123,0.08587473898373085
2020-03-23,1584921600000,WY,4.492370744990575,0.0
2020-03-23,1584921600000,PR,0.0,0.0
2020-03-24,1585008000000,AL,4.9355673913996725,0.0
2020-03-24,1585008000000,AK,4.647697680935554,0.0
2020-03-24,1585008000000,AZ,4.478811306992703,0.04121605497232548
2020-03-24,1585008000000,AR,6.75988235153774,0.033136678193812455
2020-03-24,1585008000000,CA,6.420797938906146,0.12654312059334147
2020-03-24,1585008000000,CO,15.50687511981796,0.1389193739737331
2020-03-24,1585008000000,CT,17.33380790943338,0.3365787943579297
2020-03-24,1585008000000,DE,10.680205881507224,0.0
2020-03-24,1585008000000,DC,19.978774323449272,0.28338686983615985
2020-03-24,1585008000000,FL,6.574249419294035,0.06983976011997912
2020-03-24,1585008000000,GA,8.862790905100042,0.14127721952869354
2020-03-24,1585008000000,HI,4.9439497355693165,0.0
2020-03-24,1585008000000,ID,4.476613889254168,0.0
2020-03-24,1585008000000,IL,12.105600292175845,0.09469830737034558
2020-03-24,1585008000000,IN,5.421689341953968,0.17824732083136333
2020-03-24,1585008000000,IA,3.866792178937393,0.0
2020-03-24,1585008000000,KS,3.4325170578935196,0.06865034115787039
2020-03-24,1585008000000,KY,2.55166391989745,0.0895320673648228
2020-03-24,1585008000000,LA,29.599074512658554,0.967992989149444
2020-03-24,1585008000000,ME,8.7783772202599,0.0
2020-03-24,1585008000000,MD,5.772717047544693,0.0661629461036641
2020-03-24,1585008000000,MA,15.553130698673618,0.029017034885585102
2020-03-24,1585008000000,MI,19.36545201358145,0.31040796919391156
2020-03-24,1585008000000,MN,4.610229887340167,0.017731653412846795
2020-03-24,1585008000000,MS,10.718549373704073,0.03360046825612562
2020-03-24,1585008000000,MO,4.2688891828955065,0.13034776130978643
2020-03-24,1585008000000,MT,4.2104160078145325,0.0
2020-03-24,1585008000000,NE,3.360201157149888,0.0
2020-03-24,1585008000000,NV,8.538528568033566,0.12986355236552954
2020-03-24,1585008000000,NH,7.428049048658134,0.0
2020-03-24,1585008000000,NJ,34.11320856680616,0.16887727013270376
2020-03-24,1585008000000,NM,4.769106112134085,0.0
2020-03-24,1585008000000,NY,132.01182035515245,2.194970884765005
2020-03-24,1585008000000,NC,4.7005725735987625,0.0
2020-03-24,1585008000000,ND,4.724025079324255,0.0
2020-03-24,1585008000000,OH,4.842117870494734,0.06843982855822946
2020-03-24,1585008000000,OK,2.653544845286963,0.07581556700819896
2020-03-24,1585008000000,OR,4.978973321475474,0.1896751741514466
2020-03-24,1585008000000,PA,7.389476744590236,0.06249028959484343
2020-03-24,1585008000000,RI,7.834911800604327,0.0
2020-03-24,1585008000000,SC,6.603590721877347,0.09711162826290216
2020-03-24,1585008000000,SD,3.3911371500205165,0.11303790500068388
2020-03-24,1585008000000,TN,9.35691490654653,0.029286118643338122
2020-03-24,1585008000000,TX,3.2866737175531933,0.051731485585831995
2020-03-24,1585008000000,UT,8.328243850979957,0.03119192453550546
2020-03-24,1585008000000,VT,15.224627357213029,0.8012961766954225
2020-03-24,1585008000000,VA,3.432714519175694,0.10544174290983362
2020-03-24,1585008000000,WA,29.087736360839212,1.5101985018042934
2020-03-24,1585008000000,WV,1.227577871681285,0.0
2020-03-24,1585008000000,WI,8.243974942438163,0.08587473898373085
2020-03-24,1585008000000,WY,5.01072121556641,0.0
2020-03-24,1585008000000,PR,0.0,0.0
2020-03-25,1585094400000,AL,7.7704594054680785,0.020394906576031702
2020-03-25,1585094400000,AK,5.604576615245816,0.0
2020-03-25,1585094400000,AZ,5.5092126813008395,0.054954739963100636
2020-03-25,1585094400000,AR,8.582399652197426,0.033136678193812455
2020-03-25,1585094400000,CA,7.610303272483555,0.16450605677134392
2020-03-25,1585094400000,CO,18.56310134724009,0.32993351318761616
2020-03-25,1585094400000,CT,24.542203755265703,0.5329164244000553
2020-03-25,1585094400000,DE,12.220620191339995,0.0
2020-03-25,1585094400000,DC,26.496672329680948,0.28338686983615985
2020-03-25,1585094400000,FL,7.831365101453659,0.09777566416797076
2020-03-25,1585094400000,GA,10.284981581688891,0.15069570083060643
2020-03-25,1585094400000,HI,4.9439497355693165,0.0
2020-03-25,1585094400000,ID,5.0361906254109385,0.0
2020-03-25,1585094400000,IL,14.67034611678937,0.14993898666971384
2020-03-25,1585094400000,IN,7.085331003046693,0.20795520763659056
2020-03-25,1585094400000,IA,4.627472607580814,0.03169501786014256
2020-03-25,1585094400000,KS,4.599572857577316,0.10297551173680557
2020-03-25,1585094400000,KY,3.133622357768798,0.1119150842060285
2020-03-25,1585094400000,LA,38.37554428094685,1.3767011401236535
2020-03-25,1585094400000,ME,10.415023820647338,0.0
2020-03-25,1585094400000,MD,7.029813023514311,0.0661629461036641
2020-03-25,1585094400000,MA,24.31627523412032,0.08705110465675532
2020-03-25,1585094400000,MI,24.602334848691637,0.5106711751254673
2020-03-25,1585094400000,MN,5.053521222661336,0.017731653412846795
2020-03-25,1585094400000,MS,12.600175596047107,0.10080140476837686
2020-03-25,1585094400000,MO,5.523486385502201,0.14664123147350977
2020-03-25,1585094400000,MT,6.0817120112876575,0.0
2020-03-25,1585094400000,NE,3.6186781692383403,0.0
2020-03-25,1585094400000,NV,9.999493532145774,0.19479532854829432
2020-03-25,1585094400000,NH,7.942864329258203,0.0
2020-03-25,1585094400000,NJ,39.066941824032135,0.16887727013270376
2020-03-25,1585094400000,NM,5.389089906711515,0.04769106112134085
2020-03-25,1585094400000,NY,158.53652706566166,2.9043525758600186
2020-03-25,1585094400000,NC,5.615897050405012,0.009534629966731769
2020-03-25,1585094400000,ND,5.905031349155318,0.0
2020-03-25,1585094400000,OH,6.022704913124192,0.0941047642675655
2020-03-25,1585094400000,OK,4.119312474112143,0.12635927834699823
2020-03-25,1585094400000,OR,6.3066995405355994,0.23709396768930827
2020-03-25,1585094400000,PA,9.84222061118784,0.11716929299033142
2020-03-25,1585094400000,RI,7.834911800604327,0.0
2020-03-25,1585094400000,SC,8.235066076694102,0.135956279568063
2020-03-25,1585094400000,SD,4.634554105028039,0.11303790500068388
2020-03-25,1585094400000,TN,10.733362482783424,0.04392917796500719
2020-03-25,1585094400000,TX,4.2212892238038915,0.06552654840872053
2020-03-25,1585094400000,UT,9.700688530542196,0.03119192453550546
2020-03-25,1585094400000,VT,19.711885946707394,0.8012961766954225
2020-03-25,1585094400000,VA,4.616005189608272,0.10544174290983362
2020-03-25,1585094400000,WA,33.211234878809194,1.7334452368536235
2020-03-25,1585094400000,WV,2.1761607725259147,0.0
2020-03-25,1585094400000,WI,10.648467633982627,0.12022463457722321
2020-03-25,1585094400000,WY,7.602473568445587,0.0
2020-03-25,1585094400000,PR,0.0,0.0
2020-03-26,1585180800000,AL,10.503376886656326,0.020394906576031702
2020-03-26,1585180800000,AK,7.5183344838663375,0.0
2020-03-26,1585180800000,AZ,6.979251975313781,0.054954739963100636
2020-03-26,1585180800000,AR,10.27237024008186,0.033136678193812455
2020-03-26,1585180800000,CA,9.890610305575567,0.20499985536121318
2020-03-26,1585180800000,CO,23.060616079639697,0.32993351318761616
2020-03-26,1585180800000,CT,28.384811657518735,0.5890128901263769
2020-03-26,1585180800000,DE,13.35025735188403,0.10269428732218483
2020-03-26,1585180800000,DC,32.731183466076466,0.4250803047542398
2020-03-26,1585180800000,FL,10.97415430685272,0.13036755222396101
2020-03-26,1585180800000,GA,12.771460645393896,0.15069570083060643
2020-03-26,1585180800000,HI,6.144623242779009,0.0
2020-03-26,1585180800000,ID,8.057905000657502,0.16787302084703132
2020-03-26,1585180800000,IL,14.725586796088738,0.20517966596908213
2020-03-26,1585180800000,IN,9.58079349468578,0.2525170378444314
2020-03-26,1585180800000,IA,5.673408196965519,0.03169501786014256
2020-03-26,1585180800000,KS,5.9039293395768535,0.10297551173680557
2020-03-26,1585180800000,KY,3.133622357768798,0.1119150842060285
2020-03-26,1585180800000,LA,49.238576714735046,1.7638983357834312
2020-03-26,1585180800000,ME,11.456526202712071,0.0
2020-03-26,1585180800000,MD,9.643249394609043,0.0661629461036641
2020-03-26,1585180800000,MA,31.14978694967561,0.23213627908468082
2020-03-26,1585180800000,MI,30.269783576554666,0.7109343810570232
2020-03-26,1585180800000,MN,6.081957120606451,0.03546330682569359
2020-03-26,1585180800000,MS,16.229026167708675,0.20160280953675372
2020-03-26,1585180800000,MO,8.358550193990055,0.14664123147350977
2020-03-26,1585180800000,MT,8.420832015629065,0.0
2020-03-26,1585180800000,NE,3.7737643764914126,0.0
2020-03-26,1585180800000,NV,13.505809446015071,0.19479532854829432
2020-03-26,1585180800000,NH,10.075670491744201,0.0
2020-03-26,1585180800000,NJ,60.77330027842232,0.16887727013270376
2020-03-26,1585180800000,NM,5.389089906711515,0.04769106112134085
2020-03-26,1585180800000,NY,192.23729783971172,3.9015993010225736
2020-03-26,1585180800000,NC,7.017487655514582,0.019069259933463537
2020-03-26,1585180800000,ND,6.692368862376028,0.0
2020-03-26,1585180800000,OH,7.425721398567896,0.12832467854668025
2020-03-26,1585180800000,OK,6.216876494672315,0.17690298968579754
2020-03-26,1585180800000,OR,7.492169378982142,0.2608033644582391
2020-03-26,1585180800000,PA,14.021258727842993,0.14060315158839773
2020-03-26,1585180800000,RI,12.460341658792421,0.0
2020-03-26,1585180800000,SC,8.235066076694102,0.17480093087322388
2020-03-26,1585180800000,SD,5.199743630031459,0.11303790500068388
2020-03-26,1585180800000,TN,12.68088937256541,0.04392917796500719
2020-03-26,1585180800000,TX,5.373176969515084,0.08621914264305335
2020-03-26,1585180800000,UT,11.229092832781964,0.03119192453550546
2020-03-26,1585180800000,VT,24.038885300862674,0.8012961766954225
2020-03-26,1585180800000,VA,5.424391885250329,0.11715749212203733
2020-03-26,1585180800000,WA,41.19558869704407,1.9566919719029539
2020-03-26,1585180800000,WV,2.7341507141992256,0.0
2020-03-26,1585180800000,WI,12.503361996031213,0.1717494779674617
2020-03-26,1585180800000,WY,9.157524980173093,0.0
2020-03-26,1585180800000,PR,0.0,0.0
2020-03-27,1585267200000,AL,11.971810160130609,0.08157962630412681
2020-03-27,1585267200000,AK,7.928425455713593,0.0
2020-03-27,1585267200000,AZ,9.108748148883931,0.15112553489852676
2020-03-27,1585267200000,AR,11.432153976865298,0.033136678193812455
2020-03-27,1585267200000,CA,11.806473151358757,0.23790106671548192
2020-03-27,1585267200000,CO,27.74914495125319,0.5035827306547827
2020-03-27,1585267200000,CT,36.2102686263406,0.7573022873053418
2020-03-27,1585267200000,DE,16.73916883351613,0.10269428732218483
2020-03-27,1585267200000,DC,38.39892086279966,0.4250803047542398
2020-03-27,1585267200000,FL,13.502353623195965,0.16295944027995127
2020-03-27,1585267200000,GA,16.755478236103055,0.20720658864208388
2020-03-27,1585267200000,HI,7.062785336527596,0.0
2020-03-27,1585267200000,ID,11.19153472313542,0.16787302084703132
2020-03-27,1585267200000,IL,23.863973457327088,0.26831187088264585
2020-03-27,1585267200000,IN,14.512302704353498,0.35649464166272665
2020-03-27,1585267200000,IA,7.41663417927336,0.0950850535804277
2020-03-27,1585267200000,KS,7.0709851392606495,0.13730068231574077
2020-03-27,1585267200000,KY,3.133622357768798,0.1566811178884399
2020-03-27,1585267200000,LA,58.61735323182744,2.5382927271029865
2020-03-27,1585267200000,ME,12.274849502905791,0.07439302729033813
2020-03-27,1585267200000,MD,12.802530071059003,0.0661629461036641
2020-03-27,1585267200000,MA,42.553481659710556,0.3772214535126064
2020-03-27,1585267200000,MI,38.44052237856214,1.061394991437246
2020-03-27,1585267200000,MN,7.004003098074484,0.03546330682569359
2020-03-27,1585267200000,MS,19.38747018378448,0.268803746049005
2020-03-27,1585267200000,MO,10.802570718548552,0.14664123147350977
2020-03-27,1585267200000,MT,10.198563218928532,0.0
2020-03-27,1585267200000,NE,4.083936790997556,0.0
2020-03-27,1585267200000,NV,16.88226180751884,0.32465888091382383
2020-03-27,1585267200000,NH,11.325936173201512,0.0
2020-03-27,1585267200000,NJ,77.01929366518843,0.19139423948373094
2020-03-27,1585267200000,NM,6.485984312502354,0.04769106112134085
2020-03-27,1585267200000,NY,229.78312299737823,5.094183013588103
2020-03-27,1585267200000,NC,8.419078260624152,0.028603889900195308
2020-03-27,1585267200000,ND,8.923158483168036,0.1312229188701182
2020-03-27,1585267200000,OH,9.718455655268583,0.16254459282579498
2020-03-27,1585267200000,OK,8.086993814207887,0.2021748453551972
2020-03-27,1585267200000,OR,9.839399659106293,0.2845127612271699
2020-03-27,1585267200000,PA,18.309654851289125,0.17184829638581942
2020-03-27,1585267200000,RI,12.460341658792421,0.0
2020-03-27,1585267200000,SC,10.507478178046012,0.2524902334835456
2020-03-27,1585267200000,SD,6.556198490039665,0.11303790500068388
2020-03-27,1585267200000,TN,14.686988499634069,0.04392917796500719
2020-03-27,1585267200000,TX,6.656117812043717,0.11725803399455255
2020-03-27,1585267200000,UT,13.38133562573184,0.03119192453550546
2020-03-27,1585267200000,VT,28.52614389035704,0.8012961766954225
2020-03-27,1585267200000,VA,7.088028273383259,0.11715749212203733
2020-03-27,1585267200000,WA,44.76753645783335,2.048617098099737
2020-03-27,1585267200000,WV,4.184924562549836,0.0
2020-03-27,1585267200000,WI,14.856329844185439,0.24044926915444642
2020-03-27,1585267200000,WY,12.094844313436163,0.0
2020-03-27,1585267200000,PR,0.0,0.0
2020-03-28,1585353600000,AL,14.133670257189968,0.08157962630412681
2020-03-28,1585353600000,AK,11.619244202338885,0.1366969906157516
2020-03-28,1585353600000,AZ,10.606264812878424,0.15112553489852676
2020-03-28,1585353600000,AR,12.459391000873483,0.033136678193812455
2020-03-28,1585353600000,CA,12.927645199815762,0.2783948653053512
2020-03-28,1585353600000,CO,32.92389163177475,0.6945968698686656
2020-03-28,1585353600000,CT,42.74550688345707,0.9255916844843066
2020-03-28,1585353600000,DE,21.97657748694756,0.5134714366109242
2020-03-28,1585353600000,DC,43.0748042150963,0.5667737396723197
2020-03-28,1585353600000,FL,17.520467822098762,0.21417526436793596
2020-03-28,1585353600000,GA,20.117876060885962,0.6216197659262516
2020-03-28,1585353600000,HI,10.241038737965015,0.0
2020-03-28,1585353600000,ID,13.038137952452766,0.2238306944627084
2020-03-28,1585353600000,IL,27.486183714242806,0.3709017038671869
2020-03-28,1585353600000,IN,18.300058272019967,0.44561830207840836
2020-03-28,1585353600000,IA,9.445115322322485,0.0950850535804277
2020-03-28,1585353600000,KS,9.096170203417826,0.13730068231574077
2020-03-28,1585353600000,KY,4.94664672190646,0.2014471515708513
