datetimeobject,epochmilli,STUSPS,positiveIncrease,positiveCumulative,deathIncrease,deathCumulative,positiveRate,deathRate,positiveIncreaseRate,deathIncreaseRate,ndays
2020-01-22,1579651200000,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,1579651200000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-23,1579737600000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,NH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,NJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-23,1579737600000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-24,1579824000000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,IL,1.0,1.0,0.0,0.0,0.007891525614195465,0.0,0.007891525614195465,0.0,2
2020-01-24,1579824000000,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,NH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,NJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-24,1579824000000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020-01-25,1579910400000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,IL,0.0,1.0,0.0,0.0,0.007891525614195465,0.0,0.0,0.0,3
2020-01-25,1579910400000,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,NH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,NJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-25,1579910400000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020-01-26,1579996800000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,AZ,1.0,1.0,0.0,0.0,0.013738684990775159,0.0,0.013738684990775159,0.0,4
2020-01-26,1579996800000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,CA,2.0,2.0,0.0,0.0,0.005061724823733659,0.0,0.005061724823733659,0.0,4
2020-01-26,1579996800000,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,IL,0.0,1.0,0.0,0.0,0.007891525614195465,0.0,0.0,0.0,4
2020-01-26,1579996800000,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,NH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,NJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-26,1579996800000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-27,1580083200000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,AZ,0.0,1.0,0.0,0.0,0.013738684990775159,0.0,0.0,0.0,5
2020-01-27,1580083200000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,CA,0.0,2.0,0.0,0.0,0.005061724823733659,0.0,0.0,0.0,5
2020-01-27,1580083200000,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-27,1580083200000,IL,0.0,1.0,0.0,0.0,0.007891525614195465,0.0,0.0,0.0,5
2020-01-27,1580083200000,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
