datetimeobject,epochmilli,STUSPS,positiveIncrease,positiveCumulative,deathIncrease,deathCumulative,positiveRate,deathRate,positiveIncreaseRate,deathIncreaseRate,ndays
2020-03-07,1583539200000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,AZ,2.0,4.0,0.0,0.0,0.054954739963100636,0.0,0.027477369981550318,0.0,45
2020-03-07,1583539200000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,CA,22.0,80.0,0.0,1.0,0.20246899294934634,0.0025308624118668293,0.05567897306107024,0.0,45
2020-03-07,1583539200000,CO,0.0,8.0,0.0,0.0,0.1389193739737331,0.0,0.0,0.0,45
2020-03-07,1583539200000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,FL,4.0,6.0,0.0,0.0,0.027935904047991646,0.0,0.018623936031994432,0.0,45
2020-03-07,1583539200000,GA,2.0,5.0,0.0,0.0,0.04709240650956452,0.0,0.018836962603825804,0.0,45
2020-03-07,1583539200000,HI,1.0,1.0,0.0,0.0,0.07062785336527595,0.0,0.07062785336527595,0.0,45
2020-03-07,1583539200000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,IL,1.0,6.0,0.0,0.0,0.04734915368517279,0.0,0.007891525614195465,0.0,45
2020-03-07,1583539200000,IN,0.0,1.0,0.0,0.0,0.014853943402613612,0.0,0.0,0.0,45
2020-03-07,1583539200000,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,KY,0.0,1.0,0.0,0.0,0.0223830168412057,0.0,0.0,0.0,45
2020-03-07,1583539200000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,MD,0.0,3.0,0.0,0.0,0.04962220957774807,0.0,0.0,0.0,45
2020-03-07,1583539200000,MA,0.0,6.0,0.0,0.0,0.08705110465675532,0.0,0.0,0.0,45
2020-03-07,1583539200000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,MN,0.0,1.0,0.0,0.0,0.017731653412846795,0.0,0.0,0.0,45
2020-03-07,1583539200000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,NE,0.0,1.0,0.0,0.0,0.05169540241769058,0.0,0.0,0.0,45
2020-03-07,1583539200000,NV,0.0,2.0,0.0,0.0,0.06493177618276477,0.0,0.0,0.0,45
2020-03-07,1583539200000,NH,0.0,2.0,0.0,0.0,0.1470900801714482,0.0,0.0,0.0,45
2020-03-07,1583539200000,NJ,2.0,4.0,0.0,0.0,0.045033938702054334,0.0,0.022516969351027167,0.0,45
2020-03-07,1583539200000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,NY,45.0,76.0,0.0,0.0,0.3906739748059494,0.0,0.2313201166614174,0.0,45
2020-03-07,1583539200000,NC,0.0,2.0,0.0,0.0,0.019069259933463537,0.0,0.0,0.0,45
2020-03-07,1583539200000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,OK,1.0,1.0,0.0,0.0,0.02527185566939965,0.0,0.02527185566939965,0.0,45
2020-03-07,1583539200000,OR,3.0,6.0,0.0,0.0,0.14225638061358495,0.0,0.07112819030679247,0.0,45
2020-03-07,1583539200000,PA,0.0,2.0,0.0,0.0,0.015622572398710857,0.0,0.0,0.0,45
2020-03-07,1583539200000,RI,1.0,3.0,0.0,0.0,0.28318958315437326,0.0,0.09439652771812442,0.0,45
2020-03-07,1583539200000,SC,2.0,2.0,0.0,0.0,0.03884465130516086,0.0,0.03884465130516086,0.0,45
2020-03-07,1583539200000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,TN,0.0,1.0,0.0,0.0,0.014643059321669061,0.0,0.0,0.0,45
2020-03-07,1583539200000,TX,4.0,8.0,0.0,0.0,0.027590125645777067,0.0,0.013795062822888534,0.0,45
2020-03-07,1583539200000,UT,1.0,1.0,0.0,0.0,0.03119192453550546,0.0,0.03119192453550546,0.0,45
2020-03-07,1583539200000,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,WA,24.0,101.0,3.0,16.0,1.326348249410727,0.21011457416407558,0.31517186124611335,0.03939648265576417,45
2020-03-07,1583539200000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-07,1583539200000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-08,1583625600000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,AZ,0.0,4.0,0.0,0.0,0.054954739963100636,0.0,0.0,0.0,46
2020-03-08,1583625600000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,CA,14.0,94.0,0.0,1.0,0.23790106671548192,0.0025308624118668293,0.03543207376613561,0.0,46
2020-03-08,1583625600000,CO,0.0,8.0,0.0,0.0,0.1389193739737331,0.0,0.0,0.0,46
2020-03-08,1583625600000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,FL,3.0,9.0,2.0,2.0,0.04190385607198747,0.009311968015997216,0.013967952023995823,0.009311968015997216,46
2020-03-08,1583625600000,GA,0.0,5.0,0.0,0.0,0.04709240650956452,0.0,0.0,0.0,46
2020-03-08,1583625600000,HI,0.0,1.0,0.0,0.0,0.07062785336527595,0.0,0.0,0.0,46
2020-03-08,1583625600000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,IL,1.0,7.0,0.0,0.0,0.05524067929936826,0.0,0.007891525614195465,0.0,46
2020-03-08,1583625600000,IN,1.0,2.0,0.0,0.0,0.029707886805227224,0.0,0.014853943402613612,0.0,46
2020-03-08,1583625600000,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,KS,1.0,1.0,0.0,0.0,0.034325170578935194,0.0,0.034325170578935194,0.0,46
2020-03-08,1583625600000,KY,0.0,1.0,0.0,0.0,0.0223830168412057,0.0,0.0,0.0,46
2020-03-08,1583625600000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,MD,2.0,5.0,0.0,0.0,0.08270368262958014,0.0,0.03308147305183205,0.0,46
2020-03-08,1583625600000,MA,16.0,22.0,0.0,0.0,0.3191873837414361,0.0,0.23213627908468082,0.0,46
2020-03-08,1583625600000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,MN,0.0,1.0,0.0,0.0,0.017731653412846795,0.0,0.0,0.0,46
2020-03-08,1583625600000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,MO,1.0,1.0,0.0,0.0,0.016293470163723303,0.0,0.016293470163723303,0.0,46
2020-03-08,1583625600000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,NE,0.0,1.0,0.0,0.0,0.05169540241769058,0.0,0.0,0.0,46
2020-03-08,1583625600000,NV,2.0,4.0,0.0,0.0,0.12986355236552954,0.0,0.06493177618276477,0.0,46
2020-03-08,1583625600000,NH,2.0,4.0,0.0,0.0,0.2941801603428964,0.0,0.1470900801714482,0.0,46
2020-03-08,1583625600000,NJ,1.0,5.0,0.0,0.0,0.056292423377567916,0.0,0.011258484675513583,0.0,46
2020-03-08,1583625600000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,NY,30.0,106.0,0.0,0.0,0.544887385913561,0.0,0.1542134111076116,0.0,46
2020-03-08,1583625600000,NC,0.0,2.0,0.0,0.0,0.019069259933463537,0.0,0.0,0.0,46
2020-03-08,1583625600000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,OK,0.0,1.0,0.0,0.0,0.02527185566939965,0.0,0.0,0.0,46
2020-03-08,1583625600000,OR,8.0,14.0,0.0,0.0,0.33193155476503156,0.0,0.1896751741514466,0.0,46
2020-03-08,1583625600000,PA,4.0,6.0,0.0,0.0,0.04686771719613257,0.0,0.031245144797421714,0.0,46
2020-03-08,1583625600000,RI,0.0,3.0,0.0,0.0,0.28318958315437326,0.0,0.0,0.0,46
2020-03-08,1583625600000,SC,0.0,2.0,0.0,0.0,0.03884465130516086,0.0,0.0,0.0,46
2020-03-08,1583625600000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,TN,2.0,3.0,0.0,0.0,0.04392917796500719,0.0,0.029286118643338122,0.0,46
2020-03-08,1583625600000,TX,3.0,11.0,0.0,0.0,0.03793642276294347,0.0,0.0103462971171664,0.0,46
2020-03-08,1583625600000,UT,0.0,1.0,0.0,0.0,0.03119192453550546,0.0,0.0,0.0,46
2020-03-08,1583625600000,VT,1.0,1.0,0.0,0.0,0.16025923533908448,0.0,0.16025923533908448,0.0,46
2020-03-08,1583625600000,VA,2.0,2.0,0.0,0.0,0.023431498424407466,0.0,0.023431498424407466,0.0,46
2020-03-08,1583625600000,WA,20.0,121.0,2.0,18.0,1.5889914671158214,0.23637889593458503,0.26264321770509447,0.026264321770509448,46
2020-03-08,1583625600000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-08,1583625600000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-09,1583712000000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,AZ,0.0,4.0,0.0,0.0,0.054954739963100636,0.0,0.0,0.0,47
2020-03-09,1583712000000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,CA,2.0,96.0,0.0,1.0,0.2429627915392156,0.0025308624118668293,0.005061724823733659,0.0,47
2020-03-09,1583712000000,CO,4.0,12.0,0.0,0.0,0.2083790609605997,0.0,0.06945968698686655,0.0,47
2020-03-09,1583712000000,CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,FL,3.0,12.0,0.0,2.0,0.05587180809598329,0.009311968015997216,0.013967952023995823,0.0,47
2020-03-09,1583712000000,GA,5.0,10.0,0.0,0.0,0.09418481301912904,0.0,0.04709240650956452,0.0,47
2020-03-09,1583712000000,HI,0.0,1.0,0.0,0.0,0.07062785336527595,0.0,0.0,0.0,47
2020-03-09,1583712000000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,IL,0.0,7.0,0.0,0.0,0.05524067929936826,0.0,0.0,0.0,47
2020-03-09,1583712000000,IN,1.0,3.0,0.0,0.0,0.04456183020784083,0.0,0.014853943402613612,0.0,47
2020-03-09,1583712000000,IA,3.0,3.0,0.0,0.0,0.0950850535804277,0.0,0.0950850535804277,0.0,47
2020-03-09,1583712000000,KS,0.0,1.0,0.0,0.0,0.034325170578935194,0.0,0.0,0.0,47
2020-03-09,1583712000000,KY,3.0,4.0,0.0,0.0,0.0895320673648228,0.0,0.0671490505236171,0.0,47
2020-03-09,1583712000000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,MD,0.0,5.0,0.0,0.0,0.08270368262958014,0.0,0.0,0.0,47
2020-03-09,1583712000000,MA,0.0,22.0,0.0,0.0,0.3191873837414361,0.0,0.0,0.0,47
2020-03-09,1583712000000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,MN,1.0,2.0,0.0,0.0,0.03546330682569359,0.0,0.017731653412846795,0.0,47
2020-03-09,1583712000000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,MO,0.0,1.0,0.0,0.0,0.016293470163723303,0.0,0.0,0.0,47
2020-03-09,1583712000000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,NE,2.0,3.0,0.0,0.0,0.15508620725307176,0.0,0.10339080483538116,0.0,47
2020-03-09,1583712000000,NV,0.0,4.0,0.0,0.0,0.12986355236552954,0.0,0.0,0.0,47
2020-03-09,1583712000000,NH,0.0,4.0,0.0,0.0,0.2941801603428964,0.0,0.0,0.0,47
2020-03-09,1583712000000,NJ,0.0,5.0,0.0,0.0,0.056292423377567916,0.0,0.0,0.0,47
2020-03-09,1583712000000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,NY,36.0,142.0,0.0,0.0,0.729943479242695,0.0,0.18505609332913392,0.0,47
2020-03-09,1583712000000,NC,0.0,2.0,0.0,0.0,0.019069259933463537,0.0,0.0,0.0,47
2020-03-09,1583712000000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,OK,0.0,1.0,0.0,0.0,0.02527185566939965,0.0,0.0,0.0,47
2020-03-09,1583712000000,OR,0.0,14.0,0.0,0.0,0.33193155476503156,0.0,0.0,0.0,47
2020-03-09,1583712000000,PA,1.0,7.0,0.0,0.0,0.054679003395488,0.0,0.007811286199355429,0.0,47
2020-03-09,1583712000000,RI,0.0,3.0,0.0,0.0,0.28318958315437326,0.0,0.0,0.0,47
2020-03-09,1583712000000,SC,1.0,3.0,0.0,0.0,0.058266976957741294,0.0,0.01942232565258043,0.0,47
2020-03-09,1583712000000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,TN,0.0,3.0,0.0,0.0,0.04392917796500719,0.0,0.0,0.0,47
2020-03-09,1583712000000,TX,2.0,13.0,0.0,0.0,0.044833954174387736,0.0,0.006897531411444267,0.0,47
2020-03-09,1583712000000,UT,0.0,1.0,0.0,0.0,0.03119192453550546,0.0,0.0,0.0,47
2020-03-09,1583712000000,VT,0.0,1.0,0.0,0.0,0.16025923533908448,0.0,0.0,0.0,47
2020-03-09,1583712000000,VA,0.0,2.0,0.0,0.0,0.023431498424407466,0.0,0.0,0.0,47
2020-03-09,1583712000000,WA,0.0,121.0,0.0,18.0,1.5889914671158214,0.23637889593458503,0.0,0.0,47
2020-03-09,1583712000000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-09,1583712000000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-10,1583798400000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,AZ,2.0,6.0,0.0,0.0,0.08243210994465096,0.0,0.027477369981550318,0.0,48
2020-03-10,1583798400000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,CA,42.0,138.0,1.0,2.0,0.3492590128376224,0.005061724823733659,0.10629622129840682,0.0025308624118668293,48
2020-03-10,1583798400000,CO,5.0,17.0,0.0,0.0,0.2952036696941829,0.0,0.0868246087335832,0.0,48
2020-03-10,1583798400000,CT,1.0,1.0,0.0,0.0,0.028048232863160806,0.0,0.028048232863160806,0.0,48
2020-03-10,1583798400000,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,FL,2.0,14.0,0.0,2.0,0.06518377611198051,0.009311968015997216,0.009311968015997216,0.0,48
2020-03-10,1583798400000,GA,7.0,17.0,0.0,0.0,0.16011418213251935,0.0,0.06592936911339031,0.0,48
2020-03-10,1583798400000,HI,1.0,2.0,0.0,0.0,0.1412557067305519,0.0,0.07062785336527595,0.0,48
2020-03-10,1583798400000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,IL,5.0,12.0,0.0,0.0,0.09469830737034558,0.0,0.03945762807097733,0.0,48
2020-03-10,1583798400000,IN,3.0,6.0,0.0,0.0,0.08912366041568166,0.0,0.04456183020784083,0.0,48
2020-03-10,1583798400000,IA,5.0,8.0,0.0,0.0,0.2535601428811405,0.0,0.1584750893007128,0.0,48
2020-03-10,1583798400000,KS,0.0,1.0,0.0,0.0,0.034325170578935194,0.0,0.0,0.0,48
2020-03-10,1583798400000,KY,1.0,5.0,0.0,0.0,0.1119150842060285,0.0,0.0223830168412057,0.0,48
2020-03-10,1583798400000,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,MD,3.0,8.0,0.0,0.0,0.1323258922073282,0.0,0.04962220957774807,0.0,48
2020-03-10,1583798400000,MA,19.0,41.0,0.0,0.0,0.5948492151544947,0.0,0.2756618314130585,0.0,48
2020-03-10,1583798400000,MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,MN,0.0,2.0,0.0,0.0,0.03546330682569359,0.0,0.0,0.0,48
2020-03-10,1583798400000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,MO,0.0,1.0,0.0,0.0,0.016293470163723303,0.0,0.0,0.0,48
2020-03-10,1583798400000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,NE,0.0,3.0,0.0,0.0,0.15508620725307176,0.0,0.0,0.0,48
2020-03-10,1583798400000,NV,0.0,4.0,0.0,0.0,0.12986355236552954,0.0,0.0,0.0,48
2020-03-10,1583798400000,NH,0.0,4.0,0.0,0.0,0.2941801603428964,0.0,0.0,0.0,48
2020-03-10,1583798400000,NJ,10.0,15.0,1.0,1.0,0.16887727013270376,0.011258484675513583,0.11258484675513583,0.011258484675513583,48
2020-03-10,1583798400000,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,NY,8.0,150.0,0.0,0.0,0.7710670555380581,0.0,0.04112357629536309,0.0,48
2020-03-10,1583798400000,NC,5.0,7.0,0.0,0.0,0.06674240976712238,0.0,0.04767314983365884,0.0,48
2020-03-10,1583798400000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,OH,3.0,3.0,0.0,0.0,0.025664935709336045,0.0,0.025664935709336045,0.0,48
2020-03-10,1583798400000,OK,1.0,2.0,0.0,0.0,0.0505437113387993,0.0,0.02527185566939965,0.0,48
2020-03-10,1583798400000,OR,0.0,14.0,0.0,0.0,0.33193155476503156,0.0,0.0,0.0,48
2020-03-10,1583798400000,PA,5.0,12.0,0.0,0.0,0.09373543439226514,0.0,0.039056430996777136,0.0,48
2020-03-10,1583798400000,RI,0.0,3.0,0.0,0.0,0.28318958315437326,0.0,0.0,0.0,48
2020-03-10,1583798400000,SC,3.0,6.0,0.0,0.0,0.11653395391548259,0.0,0.058266976957741294,0.0,48
2020-03-10,1583798400000,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,TN,0.0,3.0,0.0,0.0,0.04392917796500719,0.0,0.0,0.0,48
2020-03-10,1583798400000,TX,3.0,16.0,0.0,0.0,0.055180251291554135,0.0,0.0103462971171664,0.0,48
2020-03-10,1583798400000,UT,0.0,1.0,0.0,0.0,0.03119192453550546,0.0,0.0,0.0,48
2020-03-10,1583798400000,VT,0.0,1.0,0.0,0.0,0.16025923533908448,0.0,0.0,0.0,48
2020-03-10,1583798400000,VA,4.0,6.0,0.0,0.0,0.0702944952732224,0.0,0.04686299684881493,0.0,48
2020-03-10,1583798400000,WA,40.0,161.0,4.0,22.0,2.1142779025260103,0.2889075394756039,0.5252864354101889,0.052528643541018896,48
2020-03-10,1583798400000,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,WI,3.0,3.0,0.0,0.0,0.051524843390238516,0.0,0.051524843390238516,0.0,48
2020-03-10,1583798400000,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-10,1583798400000,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-11,1583884800000,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,AZ,3.0,9.0,0.0,0.0,0.12364816491697644,0.0,0.04121605497232548,0.0,49
2020-03-11,1583884800000,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,CA,33.0,171.0,1.0,3.0,0.43277747242922776,0.0075925872356004875,0.08351845959160537,0.0025308624118668293,49
2020-03-11,1583884800000,CO,17.0,34.0,0.0,0.0,0.5904073393883658,0.0,0.2952036696941829,0.0,49
2020-03-11,1583884800000,CT,2.0,3.0,0.0,0.0,0.08414469858948243,0.0,0.05609646572632161,0.0,49
2020-03-11,1583884800000,DE,1.0,1.0,0.0,0.0,0.10269428732218483,0.0,0.10269428732218483,0.0,49
2020-03-11,1583884800000,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,FL,8.0,22.0,0.0,2.0,0.10243164817596938,0.009311968015997216,0.037247872063988864,0.0,49
2020-03-11,1583884800000,GA,5.0,22.0,0.0,0.0,0.20720658864208388,0.0,0.04709240650956452,0.0,49
2020-03-11,1583884800000,HI,0.0,2.0,0.0,0.0,0.1412557067305519,0.0,0.0,0.0,49
2020-03-11,1583884800000,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,IL,13.0,25.0,0.0,0.0,0.19728814035488665,0.0,0.10258983298454107,0.0,49
2020-03-11,1583884800000,IN,5.0,11.0,0.0,0.0,0.1633933774287497,0.0,0.07426971701306806,0.0,49
2020-03-11,1583884800000,IA,5.0,13.0,0.0,0.0,0.41203523218185334,0.0,0.1584750893007128,0.0,49
2020-03-11,1583884800000,KS,0.0,1.0,0.0,0.0,0.034325170578935194,0.0,0.0,0.0,49
2020-03-11,1583884800000,KY,3.0,8.0,0.0,0.0,0.1790641347296456,0.0,0.0671490505236171,0.0,49
2020-03-11,1583884800000,LA,5.0,5.0,0.0,0.0,0.10755477657216043,0.0,0.10755477657216043,0.0,49
2020-03-11,1583884800000,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,MD,1.0,9.0,0.0,0.0,0.14886662873324422,0.0,0.016540736525916026,0.0,49
2020-03-11,1583884800000,MA,51.0,92.0,0.0,0.0,1.3347836047369148,0.0,0.7399343895824202,0.0,49
2020-03-11,1583884800000,MI,2.0,2.0,0.0,0.0,0.020026320593155584,0.0,0.020026320593155584,0.0,49
2020-03-11,1583884800000,MN,3.0,5.0,0.0,0.0,0.08865826706423398,0.0,0.05319496023854039,0.0,49
2020-03-11,1583884800000,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,MO,0.0,1.0,0.0,0.0,0.016293470163723303,0.0,0.0,0.0,49
2020-03-11,1583884800000,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,NE,2.0,5.0,0.0,0.0,0.25847701208845286,0.0,0.10339080483538116,0.0,49
2020-03-11,1583884800000,NV,3.0,7.0,0.0,0.0,0.22726121663967672,0.0,0.09739766427414716,0.0,49
2020-03-11,1583884800000,NH,1.0,5.0,0.0,0.0,0.3677252004286205,0.0,0.0735450400857241,0.0,49
2020-03-11,1583884800000,NJ,8.0,23.0,0.0,1.0,0.2589451475368124,0.011258484675513583,0.09006787740410867,0.0,49
2020-03-11,1583884800000,NM,3.0,3.0,0.0,0.0,0.14307318336402253,0.0,0.14307318336402253,0.0,49
2020-03-11,1583884800000,NY,70.0,220.0,1.0,1.0,1.1308983481224852,0.005140447036920386,0.3598312925844271,0.005140447036920386,49
2020-03-11,1583884800000,NC,0.0,7.0,0.0,0.0,0.06674240976712238,0.0,0.0,0.0,49
2020-03-11,1583884800000,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-11,1583884800000,OH,1.0,4.0,0.0,0.0,0.03421991427911473,0.0,0.008554978569778682,0.0,49
2020-03-11,1583884800000,OK,0.0,2.0,0.0,0.0,0.0505437113387993,0.0,0.0,0.0,49
2020-03-11,1583884800000,OR,5.0,19.0,0.0,0.0,0.45047853860968573,0.0,0.11854698384465413,0.0,49
2020-03-11,1583884800000,PA,4.0,16.0,0.0,0.0,0.12498057918968686,0.0,0.031245144797421714,0.0,49
2020-03-11,1583884800000,RI,0.0,3.0,0.0,0.0,0.28318958315437326,0.0,0.0,0.0,49
2020-03-11,1583884800000,SC,1.0,7.0,0.0,0.0,0.135956279568063,0.0,0.01942232565258043,0.0,49
2020-03-11,1583884800000,SD,7.0,7.0,1.0,1.0,0.7912653350047871,0.11303790500068388,0.7912653350047871,0.11303790500068388,49
