STUSPS,COUNTYGEOID,Population,riskType,risk
IA,19055,17764,CADMIUM COMPOUNDS,0.000420036327386
IA,19057,40325,CADMIUM COMPOUNDS,0.000670941303151
IA,19059,16667,CADMIUM COMPOUNDS,0.000259682193995
IA,19061,93653,CADMIUM COMPOUNDS,0.000618491806712
IA,19063,10302,CADMIUM COMPOUNDS,0.000252795490701
IA,19065,20880,CADMIUM COMPOUNDS,0.000369382186147
IA,19067,16303,CADMIUM COMPOUNDS,0.000322211489151
IA,19069,10680,CADMIUM COMPOUNDS,0.000309812097241
IA,19071,7441,CADMIUM COMPOUNDS,0.000426749426822
IA,19073,9336,CADMIUM COMPOUNDS,0.000315881387787
IA,19075,12453,CADMIUM COMPOUNDS,0.000335272483321
IA,19077,10954,CADMIUM COMPOUNDS,0.000264612781464
IA,19079,15673,CADMIUM COMPOUNDS,0.000342904806241
IA,19081,11341,CADMIUM COMPOUNDS,0.000288887411829
IA,19083,17534,CADMIUM COMPOUNDS,0.000469967768136
IA,19085,14928,CADMIUM COMPOUNDS,0.000492149620945
IA,19087,20145,CADMIUM COMPOUNDS,0.000550649683981
IA,19089,9566,CADMIUM COMPOUNDS,0.000310463842803
IA,19091,9815,CADMIUM COMPOUNDS,0.0002707188702
IA,19093,7089,CADMIUM COMPOUNDS,0.000278777099002
IA,19095,16355,CADMIUM COMPOUNDS,0.000397336586173
IA,19097,19848,CADMIUM COMPOUNDS,0.000613995568184
IA,19099,36842,CADMIUM COMPOUNDS,0.000355499466939
IA,19101,16843,CADMIUM COMPOUNDS,0.000455732104586
IA,19103,130881,CADMIUM COMPOUNDS,0.000579080250912
IA,19105,20638,CADMIUM COMPOUNDS,0.000438134460117
IA,19107,10511,CADMIUM COMPOUNDS,0.000458286822055
IA,19109,15543,CADMIUM COMPOUNDS,0.000267029577276
IA,19111,35858,CADMIUM COMPOUNDS,0.000982568080141
IA,19113,211226,CADMIUM COMPOUNDS,0.000769512727842
IA,19115,11387,CADMIUM COMPOUNDS,0.000556664296444
IA,19117,8898,CADMIUM COMPOUNDS,0.000405053993729
IA,19119,11581,CADMIUM COMPOUNDS,0.000297020196922
IA,19121,15679,CADMIUM COMPOUNDS,0.000301109713202
IA,19123,22381,CADMIUM COMPOUNDS,0.000566378240209
IA,19125,33303,CADMIUM COMPOUNDS,0.000395026736081
IA,19127,40648,CADMIUM COMPOUNDS,0.000536847240011
IA,19129,15059,CADMIUM COMPOUNDS,0.00072328914396
IA,19131,10776,CADMIUM COMPOUNDS,0.000433021965946
IA,19133,9243,CADMIUM COMPOUNDS,0.000497785632661
IA,19135,7970,CADMIUM COMPOUNDS,0.00041524443204
IA,19137,10740,CADMIUM COMPOUNDS,0.000417650823861
IA,19139,42683,CADMIUM COMPOUNDS,0.001057038862041
IA,19141,14398,CADMIUM COMPOUNDS,0.000404002435463
IA,19143,6462,CADMIUM COMPOUNDS,0.00027222985668
IA,19145,15932,CADMIUM COMPOUNDS,0.000356223498223
IA,19147,9421,CADMIUM COMPOUNDS,0.000302791605921
IA,19149,24986,CADMIUM COMPOUNDS,0.00041756252581
IA,19151,7310,CADMIUM COMPOUNDS,0.000266430361417
IA,19153,430640,CADMIUM COMPOUNDS,0.000472079433941
IA,19155,93156,CADMIUM COMPOUNDS,0.000754842724482
IA,19157,18914,CADMIUM COMPOUNDS,0.00037480051649
IA,19159,5131,CADMIUM COMPOUNDS,0.000345416145559
IA,19161,10350,CADMIUM COMPOUNDS,0.000263993270169
IA,19163,165223,CADMIUM COMPOUNDS,0.000749754097169
IA,19165,12167,CADMIUM COMPOUNDS,0.000321942816991
IA,19167,33704,CADMIUM COMPOUNDS,0.00034575497217
IA,19169,89542,CADMIUM COMPOUNDS,0.000584694199642
IA,19171,17767,CADMIUM COMPOUNDS,0.000437094573649
IA,19173,6317,CADMIUM COMPOUNDS,0.000328099644005
IA,19175,12534,CADMIUM COMPOUNDS,0.000469138587044
IA,19177,7570,CADMIUM COMPOUNDS,0.000442378233964
IA,19179,35625,CADMIUM COMPOUNDS,0.000509281500476
IA,19181,46225,CADMIUM COMPOUNDS,0.000344759759925
IA,19183,21704,CADMIUM COMPOUNDS,0.000493046003699
IA,19185,6403,CADMIUM COMPOUNDS,0.000337767674604
IA,19187,38013,CADMIUM COMPOUNDS,0.00034914132702
IA,19189,10866,CADMIUM COMPOUNDS,0.00028782451078
IA,19191,21056,CADMIUM COMPOUNDS,0.000341372473416
IA,19193,102172,CADMIUM COMPOUNDS,0.000717695932578
IA,19195,7598,CADMIUM COMPOUNDS,0.000320612762797
IA,19197,13227,CADMIUM COMPOUNDS,0.000566031760588
KS,20001,13371,CADMIUM COMPOUNDS,0.000494601446287
KS,20003,8102,CADMIUM COMPOUNDS,0.001200762911233
KS,20005,16924,CADMIUM COMPOUNDS,0.000704843853588
KS,20007,4861,CADMIUM COMPOUNDS,0.000318467914247
KS,20009,27674,CADMIUM COMPOUNDS,0.00026617853672
KS,20011,15173,CADMIUM COMPOUNDS,0.000523858633692
KS,20013,9984,CADMIUM COMPOUNDS,0.000381950781308
KS,20015,65880,CADMIUM COMPOUNDS,0.000499512609962
KS,20017,2790,CADMIUM COMPOUNDS,0.0003497280252
KS,20019,3669,CADMIUM COMPOUNDS,0.0003754675564
KS,20021,21603,CADMIUM COMPOUNDS,0.000596742572573
KS,20023,2726,CADMIUM COMPOUNDS,0.000198255803
KS,20025,2215,CADMIUM COMPOUNDS,0.0002487961733
KS,20027,8535,CADMIUM COMPOUNDS,0.000265237295689
KS,20029,9533,CADMIUM COMPOUNDS,0.000257379840746
KS,20031,8601,CADMIUM COMPOUNDS,0.000373446669754
KS,20033,1891,CADMIUM COMPOUNDS,0.0002312000849
KS,20035,36311,CADMIUM COMPOUNDS,0.000491223831788
KS,20037,39134,CADMIUM COMPOUNDS,0.000568981554635
KS,20039,2961,CADMIUM COMPOUNDS,0.000232868534262
KS,20041,19754,CADMIUM COMPOUNDS,0.000323492753781
KS,20043,7945,CADMIUM COMPOUNDS,0.000611044929074
KS,20045,110826,CADMIUM COMPOUNDS,0.000684566941118
KS,20047,3037,CADMIUM COMPOUNDS,0.000207086276764
KS,20049,2882,CADMIUM COMPOUNDS,0.0003106869978
KS,20051,28452,CADMIUM COMPOUNDS,0.000283591746442
KS,20053,6497,CADMIUM COMPOUNDS,0.000259489238449
KS,20055,36776,CADMIUM COMPOUNDS,0.000426273644531
KS,20057,33848,CADMIUM COMPOUNDS,0.00039768484365
KS,20059,25992,CADMIUM COMPOUNDS,0.000514004454795
KS,20061,34362,CADMIUM COMPOUNDS,0.000294875107323
KS,20063,2695,CADMIUM COMPOUNDS,0.000198627155167
KS,20065,2597,CADMIUM COMPOUNDS,0.000192001373202
KS,20067,7829,CADMIUM COMPOUNDS,0.000167920295348
KS,20069,6005,CADMIUM COMPOUNDS,0.000205194028986
KS,20071,1247,CADMIUM COMPOUNDS,0.000172056817
KS,20073,6689,CADMIUM COMPOUNDS,0.000315392256762
KS,20075,2690,CADMIUM COMPOUNDS,0.0001882909432
KS,20077,6034,CADMIUM COMPOUNDS,0.000309704246003
KS,20079,34684,CADMIUM COMPOUNDS,0.000518322871796
KS,20081,4256,CADMIUM COMPOUNDS,0.000215577896
KS,20083,1916,CADMIUM COMPOUNDS,0.0002209492003
KS,20085,13462,CADMIUM COMPOUNDS,0.000373278002372
KS,20087,19126,CADMIUM COMPOUNDS,0.0004196123965
KS,20089,3077,CADMIUM COMPOUNDS,0.000224504018497
KS,20091,544179,CADMIUM COMPOUNDS,0.000875863109816
KS,20093,3977,CADMIUM COMPOUNDS,0.0001897512428
KS,20095,7858,CADMIUM COMPOUNDS,0.00025609649064
KS,20097,2553,CADMIUM COMPOUNDS,0.0002013925987
KS,20099,21607,CADMIUM COMPOUNDS,0.000564291818617
KS,20101,1750,CADMIUM COMPOUNDS,0.0001906165749
KS,20103,76227,CADMIUM COMPOUNDS,0.000664919969464
KS,20105,3241,CADMIUM COMPOUNDS,0.0002517463537
KS,20107,9656,CADMIUM COMPOUNDS,0.000473550535446
KS,20109,2756,CADMIUM COMPOUNDS,0.000461935413
KS,20111,33690,CADMIUM COMPOUNDS,0.000687971045459
KS,20113,29179,CADMIUM COMPOUNDS,0.000306073100138
KS,20115,12660,CADMIUM COMPOUNDS,0.000299805071579
KS,20117,10117,CADMIUM COMPOUNDS,0.000378597269494
KS,20119,4575,CADMIUM COMPOUNDS,0.000218096883274
KS,20121,32787,CADMIUM COMPOUNDS,0.000478389154498
KS,20123,6373,CADMIUM COMPOUNDS,0.000228100969333
KS,20125,35471,CADMIUM COMPOUNDS,0.001642523414707
KS,20127,5923,CADMIUM COMPOUNDS,0.000284503992788
KS,20129,3233,CADMIUM COMPOUNDS,0.0001849165134
KS,20131,10178,CADMIUM COMPOUNDS,0.000359265843941
KS,20133,16512,CADMIUM COMPOUNDS,0.00048966786213
KS,20135,3107,CADMIUM COMPOUNDS,0.000170371455052
KS,20137,5671,CADMIUM COMPOUNDS,0.0002124040942
KS,20139,16295,CADMIUM COMPOUNDS,0.000357643648897
KS,20141,3858,CADMIUM COMPOUNDS,0.0002080746125
KS,20143,6091,CADMIUM COMPOUNDS,0.000266690787744
KS,20145,6973,CADMIUM COMPOUNDS,0.00022082631917
KS,20147,5642,CADMIUM COMPOUNDS,0.000468278238989
KS,20149,21604,CADMIUM COMPOUNDS,0.000339089751261
KS,20151,9656,CADMIUM COMPOUNDS,0.00035034324223
KS,20153,2519,CADMIUM COMPOUNDS,0.0002070952129
KS,20155,64511,CADMIUM COMPOUNDS,0.000429723141368
KS,20157,4980,CADMIUM COMPOUNDS,0.000228897540544
KS,20159,10083,CADMIUM COMPOUNDS,0.000283405001775
KS,20161,71115,CADMIUM COMPOUNDS,0.000413867097033
KS,20163,5181,CADMIUM COMPOUNDS,0.000197906657264
KS,20165,3307,CADMIUM COMPOUNDS,0.000215732591021
KS,20167,6970,CADMIUM COMPOUNDS,0.000536940528704
KS,20169,55606,CADMIUM COMPOUNDS,0.000570056201106
KS,20171,4936,CADMIUM COMPOUNDS,0.0001864297072
KS,20173,498365,CADMIUM COMPOUNDS,0.001035380660042
KS,20175,22952,CADMIUM COMPOUNDS,0.00049114752278
KS,20177,177934,CADMIUM COMPOUNDS,0.000508818668449
KS,20179,2556,CADMIUM COMPOUNDS,0.000194314069008
KS,20181,6010,CADMIUM COMPOUNDS,0.000189008762195
KS,20183,3853,CADMIUM COMPOUNDS,0.000203964871635
KS,20185,4437,CADMIUM COMPOUNDS,0.000307596881336
KS,20187,2235,CADMIUM COMPOUNDS,0.0001755098357
KS,20189,5724,CADMIUM COMPOUNDS,0.000237625942378
KS,20191,24132,CADMIUM COMPOUNDS,0.000448199166051
KS,20193,7900,CADMIUM COMPOUNDS,0.000179171876422
KS,20195,3001,CADMIUM COMPOUNDS,0.0001867754566
KS,20197,7053,CADMIUM COMPOUNDS,0.000344341892105
KS,20199,1485,CADMIUM COMPOUNDS,0.0001805447097
KS,20201,5799,CADMIUM COMPOUNDS,0.000293104011588
KS,20203,2234,CADMIUM COMPOUNDS,0.0001855511419
KS,20205,9409,CADMIUM COMPOUNDS,0.000495942634188
KS,20207,3309,CADMIUM COMPOUNDS,0.000401929583181
KS,20209,157505,CADMIUM COMPOUNDS,0.001028735415128
KY,21001,18656,CADMIUM COMPOUNDS,0.000554496078026
KY,21003,19956,CADMIUM COMPOUNDS,0.000692114021939
KY,21005,21421,CADMIUM COMPOUNDS,0.000955297758422
KY,21007,8249,CADMIUM COMPOUNDS,0.00087493997119
KY,21009,42173,CADMIUM COMPOUNDS,0.000791528091974
KY,21011,11591,CADMIUM COMPOUNDS,0.000831719812984
KY,21013,28691,CADMIUM COMPOUNDS,0.000541382893183
KY,21015,118811,CADMIUM COMPOUNDS,0.002066538983784
KY,21017,19985,CADMIUM COMPOUNDS,0.000846602209716
KY,21019,49542,CADMIUM COMPOUNDS,0.002492357511193
KY,21021,28432,CADMIUM COMPOUNDS,0.000832350316581
KY,21023,8488,CADMIUM COMPOUNDS,0.000925101324124
KY,21025,13878,CADMIUM COMPOUNDS,0.000551291878109
KY,21027,20059,CADMIUM COMPOUNDS,0.000931201251531
KY,21029,74319,CADMIUM COMPOUNDS,0.001734928281963
KY,21031,12690,CADMIUM COMPOUNDS,0.001246432618755
KY,21033,12984,CADMIUM COMPOUNDS,0.000779423766526
KY,21035,37191,CADMIUM COMPOUNDS,0.001587848257084
KY,21037,90336,CADMIUM COMPOUNDS,0.002570599858057
KY,21039,5104,CADMIUM COMPOUNDS,0.000858230647667
KY,21041,10811,CADMIUM COMPOUNDS,0.00169706004359
KY,21043,27720,CADMIUM COMPOUNDS,0.0012637099758
KY,21045,15955,CADMIUM COMPOUNDS,0.000529491047679
KY,21047,73955,CADMIUM COMPOUNDS,0.001312089035445
KY,21049,35613,CADMIUM COMPOUNDS,0.001049905167647
KY,21051,21730,CADMIUM COMPOUNDS,0.000498318337561
KY,21053,10272,CADMIUM COMPOUNDS,0.000479283572996
KY,21055,9315,CADMIUM COMPOUNDS,0.000853176531513
KY,21057,6856,CADMIUM COMPOUNDS,0.000505765585684
KY,21059,96656,CADMIUM COMPOUNDS,0.001400299372233
KY,21061,12161,CADMIUM COMPOUNDS,0.000787939851531
KY,21063,7852,CADMIUM COMPOUNDS,0.000803911122155
KY,21065,14672,CADMIUM COMPOUNDS,0.00065795494815
KY,21067,295803,CADMIUM COMPOUNDS,0.001353928183076
KY,21069,14348,CADMIUM COMPOUNDS,0.000856075832041
KY,21071,39451,CADMIUM COMPOUNDS,0.000569736027896
KY,21073,49285,CADMIUM COMPOUNDS,0.001040327084476
KY,21075,6813,CADMIUM COMPOUNDS,0.001292105867391
KY,21077,8589,CADMIUM COMPOUNDS,0.001355690907191
KY,21079,16912,CADMIUM COMPOUNDS,0.000690190197563
KY,21081,24662,CADMIUM COMPOUNDS,0.001183194342944
KY,21083,37121,CADMIUM COMPOUNDS,0.000832720961156
KY,21085,25746,CADMIUM COMPOUNDS,0.001055540403743
KY,21087,11258,CADMIUM COMPOUNDS,0.000696404150485
KY,21089,36892,CADMIUM COMPOUNDS,0.002343055248499
KY,21091,8565,CADMIUM COMPOUNDS,0.001050518727737
KY,21093,105543,CADMIUM COMPOUNDS,0.001174301929966
KY,21095,29278,CADMIUM COMPOUNDS,0.000458329736767
KY,21097,18846,CADMIUM COMPOUNDS,0.000984263636865
KY,21099,18199,CADMIUM COMPOUNDS,0.000875923534939
KY,21101,46250,CADMIUM COMPOUNDS,0.00123980039417
KY,21103,15416,CADMIUM COMPOUNDS,0.00121813282588
KY,21105,4902,CADMIUM COMPOUNDS,0.0007700842339
KY,21107,46920,CADMIUM COMPOUNDS,0.000856816763987
KY,21109,13494,CADMIUM COMPOUNDS,0.000532701839853
KY,21111,741084,CADMIUM COMPOUNDS,0.005312511978808
KY,21113,48586,CADMIUM COMPOUNDS,0.000781546176646
KY,21115,23356,CADMIUM COMPOUNDS,0.000719178168433
KY,21117,159720,CADMIUM COMPOUNDS,0.003495785517669
KY,21119,16346,CADMIUM COMPOUNDS,0.00048641407642
KY,21121,31883,CADMIUM COMPOUNDS,0.000505495138037
KY,21123,14193,CADMIUM COMPOUNDS,0.000868981449245
KY,21125,58849,CADMIUM COMPOUNDS,0.000545712379482
KY,21127,15860,CADMIUM COMPOUNDS,0.000937643732708
KY,21129,7887,CADMIUM COMPOUNDS,0.000581572427451
KY,21131,11310,CADMIUM COMPOUNDS,0.000435405857675
KY,21133,24519,CADMIUM COMPOUNDS,0.000426198611787
KY,21135,13870,CADMIUM COMPOUNDS,0.001078084723521
KY,21137,24742,CADMIUM COMPOUNDS,0.000631268285777
KY,21139,9519,CADMIUM COMPOUNDS,0.000858282555368
KY,21141,26835,CADMIUM COMPOUNDS,0.003158744517002
KY,21143,8314,CADMIUM COMPOUNDS,0.000962769206999
KY,21145,65565,CADMIUM COMPOUNDS,0.000888037525856
KY,21147,18306,CADMIUM COMPOUNDS,0.000638275493908
KY,21149,9531,CADMIUM COMPOUNDS,0.000960314180554
KY,21151,82916,CADMIUM COMPOUNDS,0.001341905840909
KY,21153,13333,CADMIUM COMPOUNDS,0.000588076467467
KY,21155,19820,CADMIUM COMPOUNDS,0.001411399735641
KY,21157,31448,CADMIUM COMPOUNDS,0.000898222371241
KY,21159,12929,CADMIUM COMPOUNDS,0.000645492626264
KY,21161,17490,CADMIUM COMPOUNDS,0.000951832292492
KY,21163,28602,CADMIUM COMPOUNDS,0.001308995188355
KY,21165,6306,CADMIUM COMPOUNDS,0.000643887517355
KY,21167,21331,CADMIUM COMPOUNDS,0.000987886112864
KY,21169,10099,CADMIUM COMPOUNDS,0.00059449264002
KY,21171,10963,CADMIUM COMPOUNDS,0.000549320398456
KY,21173,26499,CADMIUM COMPOUNDS,0.000934856006864
KY,21175,13923,CADMIUM COMPOUNDS,0.00071128751798
KY,21177,31499,CADMIUM COMPOUNDS,0.000945282820554
KY,21179,43437,CADMIUM COMPOUNDS,0.000909300796668
KY,21181,7135,CADMIUM COMPOUNDS,0.000844665352082
KY,21183,23842,CADMIUM COMPOUNDS,0.001019664327329
KY,21185,60316,CADMIUM COMPOUNDS,0.001795071300104
KY,21187,10841,CADMIUM COMPOUNDS,0.000967927910327
KY,21189,4755,CADMIUM COMPOUNDS,0.000506376879784
KY,21191,14877,CADMIUM COMPOUNDS,0.001042107734465
KY,21193,28712,CADMIUM COMPOUNDS,0.000478139373211
KY,21195,65020,CADMIUM COMPOUNDS,0.000496911174277
KY,21197,12613,CADMIUM COMPOUNDS,0.000633017301427
KY,21199,63063,CADMIUM COMPOUNDS,0.00060904727307
KY,21201,2282,CADMIUM COMPOUNDS,0.000819141144
KY,21203,17056,CADMIUM COMPOUNDS,0.000583860160566
KY,21205,23332,CADMIUM COMPOUNDS,0.001113688980868
KY,21207,17565,CADMIUM COMPOUNDS,0.000540414194934
KY,21209,47173,CADMIUM COMPOUNDS,0.001092968332297
KY,21211,42074,CADMIUM COMPOUNDS,0.001503016627589
KY,21213,17327,CADMIUM COMPOUNDS,0.001080272349775
KY,21215,17061,CADMIUM COMPOUNDS,0.0011940851205
KY,21217,24512,CADMIUM COMPOUNDS,0.000659141679626
KY,21219,12460,CADMIUM COMPOUNDS,0.001275568534566
KY,21221,14339,CADMIUM COMPOUNDS,0.000727633907394
KY,21223,8809,CADMIUM COMPOUNDS,0.001368229883958
KY,21225,15007,CADMIUM COMPOUNDS,0.001016705850703
KY,21227,113788,CADMIUM COMPOUNDS,0.001135031862522
KY,21229,11717,CADMIUM COMPOUNDS,0.00094457702657
KY,21231,20813,CADMIUM COMPOUNDS,0.000516513606977
KY,21233,13621,CADMIUM COMPOUNDS,0.001005172489651
KY,21235,35637,CADMIUM COMPOUNDS,0.000543420656415
KY,21237,7355,CADMIUM COMPOUNDS,0.000558966167601
KY,21239,24939,CADMIUM COMPOUNDS,0.000927640350084
LA,22001,61773,CADMIUM COMPOUNDS,0.000483603609006
LA,22003,25764,CADMIUM COMPOUNDS,0.000649485751815
LA,22005,107215,CADMIUM COMPOUNDS,0.002701669990702
LA,22007,23421,CADMIUM COMPOUNDS,0.001484434584117
LA,22009,42073,CADMIUM COMPOUNDS,0.000514282450341
LA,22011,35654,CADMIUM COMPOUNDS,0.000946522177327
LA,22013,14353,CADMIUM COMPOUNDS,0.000648006394429
LA,22015,116979,CADMIUM COMPOUNDS,0.0007797159043
LA,22017,254969,CADMIUM COMPOUNDS,0.000753127568312
LA,22019,192663,CADMIUM COMPOUNDS,0.001217940249889
LA,22021,10132,CADMIUM COMPOUNDS,0.000579239535393
LA,22023,6839,CADMIUM COMPOUNDS,0.000734888056782
LA,22025,10407,CADMIUM COMPOUNDS,0.00047547346235
LA,22027,17195,CADMIUM COMPOUNDS,0.000647428522895
LA,22029,20822,CADMIUM COMPOUNDS,0.000566025272625
LA,22031,26656,CADMIUM COMPOUNDS,0.000704312213374
LA,22033,440170,CADMIUM COMPOUNDS,0.002080313678728
LA,22035,7759,CADMIUM COMPOUNDS,0.000477070051248
LA,22037,20267,CADMIUM COMPOUNDS,0.001395874843391
LA,22039,33984,CADMIUM COMPOUNDS,0.000482538370082
LA,22041,20767,CADMIUM COMPOUNDS,0.000524904573838
LA,22043,22309,CADMIUM COMPOUNDS,0.000742071725064
LA,22045,73240,CADMIUM COMPOUNDS,0.00058899049678
LA,22047,33386,CADMIUM COMPOUNDS,0.001785684681779
LA,22049,16274,CADMIUM COMPOUNDS,0.000707987199277
LA,22051,432552,CADMIUM COMPOUNDS,0.001625677403024
LA,22053,31594,CADMIUM COMPOUNDS,0.000474067364817
LA,22055,221578,CADMIUM COMPOUNDS,0.000573339670433
LA,22057,96318,CADMIUM COMPOUNDS,0.001043904793175
LA,22059,14890,CADMIUM COMPOUNDS,0.000644317124254
LA,22061,46735,CADMIUM COMPOUNDS,0.000759434861251
LA,22063,128026,CADMIUM COMPOUNDS,0.001704177571602
LA,22065,12093,CADMIUM COMPOUNDS,0.000675501482192
LA,22067,27979,CADMIUM COMPOUNDS,0.000575740682036
LA,22069,39566,CADMIUM COMPOUNDS,0.00062506616938
LA,22071,343829,CADMIUM COMPOUNDS,0.001509893084238
LA,22073,153716,CADMIUM COMPOUNDS,0.000832355002263
LA,22075,23042,CADMIUM COMPOUNDS,0.000766651971654
LA,22077,22802,CADMIUM COMPOUNDS,0.001058450852966
LA,22079,131613,CADMIUM COMPOUNDS,0.000803956867439
LA,22081,9091,CADMIUM COMPOUNDS,0.000612506793504
LA,22083,20725,CADMIUM COMPOUNDS,0.000543600368167
LA,22085,24233,CADMIUM COMPOUNDS,0.000897626854575
LA,22087,35881,CADMIUM COMPOUNDS,0.001007989863758
LA,22089,52779,CADMIUM COMPOUNDS,0.002332239505526
LA,22091,11203,CADMIUM COMPOUNDS,0.001737717327811
LA,22093,22102,CADMIUM COMPOUNDS,0.003484016867352
LA,22095,45924,CADMIUM COMPOUNDS,0.005373535998478
LA,22097,83375,CADMIUM COMPOUNDS,0.000541045380238
LA,22099,52160,CADMIUM COMPOUNDS,0.000603080602695
LA,22101,54648,CADMIUM COMPOUNDS,0.000775316274379
LA,22103,233740,CADMIUM COMPOUNDS,0.000754571299653
LA,22105,121097,CADMIUM COMPOUNDS,0.001410568151221
LA,22107,5252,CADMIUM COMPOUNDS,0.000509974263482
LA,22109,111858,CADMIUM COMPOUNDS,0.000954299521355
LA,22111,22721,CADMIUM COMPOUNDS,0.000669036237945
LA,22113,57986,CADMIUM COMPOUNDS,0.000561850493746
LA,22115,52334,CADMIUM COMPOUNDS,0.000763059985838
LA,22117,47168,CADMIUM COMPOUNDS,0.001136138067935
LA,22119,41207,CADMIUM COMPOUNDS,0.000786713949436
LA,22121,23785,CADMIUM COMPOUNDS,0.001879429911741
LA,22123,11604,CADMIUM COMPOUNDS,0.000456694110168
LA,22125,15625,CADMIUM COMPOUNDS,0.001036767276029
LA,22127,15313,CADMIUM COMPOUNDS,0.000571247382753
ME,23001,107702,CADMIUM COMPOUNDS,0.001310465571382
ME,23003,71870,CADMIUM COMPOUNDS,0.000258679875663
ME,23005,281653,CADMIUM COMPOUNDS,0.001746007092459
ME,23007,30768,CADMIUM COMPOUNDS,0.000661650677863
ME,23009,54418,CADMIUM COMPOUNDS,0.000495223212078
ME,23011,122151,CADMIUM COMPOUNDS,0.000963892862445
ME,23013,39735,CADMIUM COMPOUNDS,0.000687848353541
ME,23015,34457,CADMIUM COMPOUNDS,0.000778200111108
ME,23017,57833,CADMIUM COMPOUNDS,0.00086655749713
ME,23019,153923,CADMIUM COMPOUNDS,0.000778215404678
ME,23021,17535,CADMIUM COMPOUNDS,0.000433287441323
ME,23023,35293,CADMIUM COMPOUNDS,0.001108841027125
ME,23025,52228,CADMIUM COMPOUNDS,0.000709751619796
ME,23027,38786,CADMIUM COMPOUNDS,0.000570208159205
ME,23029,32856,CADMIUM COMPOUNDS,0.000356856080004
ME,23031,197131,CADMIUM COMPOUNDS,0.002543078058344
MD,24001,75087,CADMIUM COMPOUNDS,0.000774540970596
MD,24003,537656,CADMIUM COMPOUNDS,0.001347620024441
MD,24005,805024,CADMIUM COMPOUNDS,0.001466621425422
MD,24009,88737,CADMIUM COMPOUNDS,0.000966267343198
MD,24011,33066,CADMIUM COMPOUNDS,0.001167833589883
MD,24013,167134,CADMIUM COMPOUNDS,0.001285195525696
MD,24015,101108,CADMIUM COMPOUNDS,0.002272962323925
MD,24017,146551,CADMIUM COMPOUNDS,0.001114353029414
MD,24019,32618,CADMIUM COMPOUNDS,0.000922721671319
MD,24021,233385,CADMIUM COMPOUNDS,0.001162741064948
MD,24023,30097,CADMIUM COMPOUNDS,0.000624716641759
MD,24025,244826,CADMIUM COMPOUNDS,0.001684825560867
MD,24027,287085,CADMIUM COMPOUNDS,0.001254333584367
MD,24029,20197,CADMIUM COMPOUNDS,0.001409179581445
MD,24031,971777,CADMIUM COMPOUNDS,0.001313616715071
MD,24033,863416,CADMIUM COMPOUNDS,0.001879567903608
MD,24035,47798,CADMIUM COMPOUNDS,0.001163972271854
MD,24037,105149,CADMIUM COMPOUNDS,0.000917986872127
MD,24039,26470,CADMIUM COMPOUNDS,0.000921281858959
MD,24041,37782,CADMIUM COMPOUNDS,0.000952837047881
MD,24043,147423,CADMIUM COMPOUNDS,0.001182730180324
MD,24045,98733,CADMIUM COMPOUNDS,0.000960253044421
MD,24047,51454,CADMIUM COMPOUNDS,0.000886242815958
MD,24510,620892,CADMIUM COMPOUNDS,0.001745837082064
MA,25001,215888,CADMIUM COMPOUNDS,0.001374371552171
MA,25003,131219,CADMIUM COMPOUNDS,0.00126226693307
MA,25005,548285,CADMIUM COMPOUNDS,0.003154529095782
MA,25007,16535,CADMIUM COMPOUNDS,0.001120420576684
MA,25009,743153,CADMIUM COMPOUNDS,0.00574631230762
MA,25011,71372,CADMIUM COMPOUNDS,0.001545764228918
MA,25013,463490,CADMIUM COMPOUNDS,0.003346976301215
MA,25015,158080,CADMIUM COMPOUNDS,0.002229122025501
MA,25017,1503085,CADMIUM COMPOUNDS,0.005980919565416
MA,25019,10172,CADMIUM COMPOUNDS,0.000779932900762
MA,25021,670850,CADMIUM COMPOUNDS,0.004880938077235
MA,25023,494919,CADMIUM COMPOUNDS,0.0032500247608
MA,25025,722023,CADMIUM COMPOUNDS,0.007888518902716
MA,25027,798552,CADMIUM COMPOUNDS,0.002410096101488
MI,26001,10942,CADMIUM COMPOUNDS,0.000366272960341
MI,26003,9511,CADMIUM COMPOUNDS,0.000683238904668
MI,26005,111403,CADMIUM COMPOUNDS,0.00113176447621
MI,26007,29598,CADMIUM COMPOUNDS,0.00067381225039
MI,26009,23580,CADMIUM COMPOUNDS,0.00044175255129
MI,26011,15899,CADMIUM COMPOUNDS,0.000498591682208
MI,26013,8860,CADMIUM COMPOUNDS,0.000869382289586
MI,26015,59173,CADMIUM COMPOUNDS,0.000884710402937
MI,26017,107771,CADMIUM COMPOUNDS,0.000843953763259
MI,26019,17525,CADMIUM COMPOUNDS,0.000570186859257
MI,26021,156813,CADMIUM COMPOUNDS,0.001763518009247
MI,26023,45245,CADMIUM COMPOUNDS,0.001501874587843
MI,26025,136146,CADMIUM COMPOUNDS,0.001232577306608
MI,26027,52293,CADMIUM COMPOUNDS,0.001155552647969
MI,26029,25946,CADMIUM COMPOUNDS,0.000520164528202
MI,26031,26151,CADMIUM COMPOUNDS,0.000393495769411
MI,26033,38520,CADMIUM COMPOUNDS,0.000287889674645
MI,26035,30926,CADMIUM COMPOUNDS,0.000460867990711
MI,26037,75382,CADMIUM COMPOUNDS,0.000723556156488
MI,26039,14074,CADMIUM COMPOUNDS,0.000394946875798
MI,26041,37069,CADMIUM COMPOUNDS,0.002072496399676
