STUSPS,COUNTYGEOID,Population,riskType,risk
SD,46061,3331,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46063,1255,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.47316e-10
SD,46065,17022,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46067,7343,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.539947e-09
SD,46069,1420,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46071,3031,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46073,2071,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46075,1006,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46077,5148,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46079,11200,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.387032e-09
SD,46081,24097,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.23358e-10
SD,46083,44828,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.2164799e-08
SD,46085,3755,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46087,5618,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.9536357e-08
SD,46089,2459,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46091,4656,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.87e-13
SD,46093,25434,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5025379e-08
SD,46095,2048,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46097,2389,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46099,169468,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.1494047e-08
SD,46101,6486,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.736056e-09
SD,46103,100948,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.47427282e-07
SD,46105,2982,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.177e-12
SD,46107,2329,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46109,10149,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.86373e-10
SD,46111,2355,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46102,13586,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.8703e-11
SD,46115,6415,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46117,2966,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46119,1373,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46121,9612,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46123,5644,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46125,8347,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.6187102e-08
SD,46127,14399,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.1114587e-08
SD,46129,5438,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
SD,46135,22438,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.3456e-11
SD,46137,2801,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0
TN,47001,75129,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.51941574e-07
TN,47003,45058,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.19883675e-07
TN,47005,16489,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.84889019e-07
TN,47007,12876,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.7182456e-08
TN,47009,123010,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.49172802e-07
TN,47011,98963,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.62799866e-07
TN,47013,40716,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.3893139e-08
TN,47015,13801,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.3210207e-08
TN,47017,28522,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.7328975e-08
TN,47019,57424,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.7704878e-08
TN,47021,39105,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.6205587e-08
TN,47023,17131,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.166548e-08
TN,47025,32213,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.961022e-09
TN,47027,7861,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.76202e-10
TN,47029,35662,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.060238e-09
TN,47031,52796,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.5253144e-08
TN,47033,14586,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.931219e-09
TN,47035,56053,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5079572e-08
TN,47037,626680,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.51349992e-07
TN,47039,11757,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.83037131e-07
TN,47041,18723,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.0293009e-08
TN,47043,49666,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.0667995e-08
TN,47045,38335,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.671658e-09
TN,47047,38413,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5546111e-08
TN,47049,17959,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.997981e-09
TN,47051,41045,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.08203138e-07
TN,47053,49683,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.316928e-09
TN,47055,29485,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.576077e-09
TN,47057,22657,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.750574e-09
TN,47059,68831,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.6392593e-08
TN,47061,13703,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.054132e-09
TN,47063,62544,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.978201e-09
TN,47065,336463,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.27034148e-07
TN,47067,6819,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.5159331e-08
TN,47069,27253,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.171148e-09
TN,47071,26026,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.48657e-08
TN,47073,56833,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.26238021e-07
TN,47075,18787,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.216423e-09
TN,47077,27769,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.2449676e-08
TN,47079,32330,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.3328051e-08
TN,47081,24690,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5593371e-08
TN,47083,8426,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.39339508e-07
TN,47085,18538,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.449879e-08
TN,47087,11638,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.08788e-10
TN,47089,51407,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.77632e-10
TN,47091,18244,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.049954e-09
TN,47093,432207,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.03695522e-07
TN,47095,7832,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.346841e-09
TN,47097,27815,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.959112e-08
TN,47099,41869,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.368299e-09
TN,47101,12161,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.395782e-09
TN,47103,33361,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5554447e-08
TN,47105,48556,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.59392481e-07
TN,47107,52266,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.20410282e-07
TN,47109,26075,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.9530774e-08
TN,47111,22248,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.29356e-09
TN,47113,98294,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.8736722e-08
TN,47115,28237,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5696846e-08
TN,47117,30617,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.5426367e-08
TN,47119,80956,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.7229682e-08
TN,47121,11753,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.62464085e-07
TN,47123,44519,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.49262598e-07
TN,47125,172331,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.60211619e-07
TN,47127,6362,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.76005155e-07
TN,47129,21987,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.0769708e-08
TN,47131,31807,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.6983654e-08
TN,47133,22083,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.249098e-09
TN,47135,7915,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.901401e-08
TN,47137,5077,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.930587e-09
TN,47139,16825,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.06937682e-07
TN,47141,72321,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.3051e-10
TN,47143,31809,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.37976226e-07
TN,47145,54181,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.97866368e-07
TN,47147,66283,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.2153503e-08
TN,47149,262604,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.416037653e-06
TN,47151,22228,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.3144314e-08
TN,47153,14112,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.1056301e-08
TN,47155,89889,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.681674e-09
TN,47157,927644,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.03062833e-07
TN,47159,19166,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.3369048e-08
TN,47161,13324,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.70259925e-07
TN,47163,156823,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.3334719e-08
TN,47165,160645,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.07884168e-07
TN,47167,61081,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.01005543e-07
TN,47169,7870,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.3514387e-08
TN,47171,18313,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.470926e-08
TN,47173,19109,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.725412e-09
TN,47175,5548,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.562585e-09
TN,47177,39839,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.557624e-09
TN,47179,122979,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.64109699e-07
TN,47181,17021,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.6185491e-08
TN,47183,35021,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.386196e-09
TN,47185,25841,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.4078e-11
TN,47187,183182,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.0055509e-08
TN,47189,113993,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.44657968e-07
TX,48001,58458,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.22545e-09
TX,48003,14786,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.2600139e-08
TX,48005,86771,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.124446e-09
TX,48007,23158,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5070951e-08
TX,48009,9054,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.29446157e-07
TX,48011,1901,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.8931e-10
TX,48013,44911,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.8354001e-08
TX,48015,28417,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.627261e-09
TX,48017,7165,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.39143e-10
TX,48019,20485,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.19203e-09
TX,48021,74171,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.31736641e-07
TX,48023,3726,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.89026e-09
TX,48025,31861,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.3100921e-08
TX,48027,310235,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.66543e-10
TX,48029,1714770,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.83701715e-07
TX,48031,10497,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.194208e-09
TX,48033,641,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.363387e-09
TX,48035,18212,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.974268e-09
TX,48037,92565,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.4870539e-08
TX,48039,313166,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.160335113e-06
TX,48041,194851,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.65704e-09
TX,48043,9232,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.5738e-11
TX,48045,1637,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.381e-12
TX,48047,7223,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.1496424e-08
TX,48049,38106,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.102603e-09
TX,48051,17187,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.805486e-09
TX,48053,42750,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.90235e-10
TX,48055,38066,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.09710233e-07
TX,48057,21381,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.991529e-09
TX,48059,13544,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.542179e-09
TX,48061,406204,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.96509e-10
TX,48063,12401,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.0388685e-08
TX,48065,6182,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.94535e-09
TX,48067,30464,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.061886e-09
TX,48069,8062,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.17136e-10
TX,48071,35095,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.53503253e-07
TX,48073,50845,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.1913733e-08
TX,48075,7041,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.3773e-11
TX,48077,10752,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.4433853e-08
TX,48079,3127,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.610588e-09
TX,48081,3320,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.927195699999999e-08
TX,48083,8895,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.705349e-09
TX,48085,782341,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.01681942e-07
TX,48087,3057,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.554786e-09
TX,48089,20874,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.073191e-09
TX,48091,108472,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.0412061e-08
TX,48093,13974,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.03816e-10
TX,48095,4087,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.961056e-09
TX,48097,38437,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.603847e-08
TX,48099,75388,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.364387e-09
TX,48101,1505,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.753318e-09
TX,48103,4375,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.4410184e-08
TX,48105,3719,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.4366321e-08
TX,48107,6059,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.69989e-10
TX,48109,2398,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.43226e-10
TX,48111,6703,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.54063e-10
TX,48113,2368139,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.676548e-08
TX,48115,13833,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.774059e-09
TX,48117,19372,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.1737e-11
TX,48119,5231,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.354957e-09
TX,48121,662593,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.102305e-08
TX,48123,20097,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.11571933e-07
TX,48125,2444,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.455247e-09
TX,48127,9996,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.433235e-08
TX,48129,3677,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.66491e-10
TX,48131,11782,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.737634e-09
TX,48133,18583,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.839337e-09
TX,48135,137130,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.1432695e-08
TX,48137,2002,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.81367e-10
TX,48139,149610,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.4538248e-08
TX,48141,800647,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.85567454e-07
TX,48143,37890,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.336962e-09
TX,48145,17866,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.651575e-09
TX,48147,33915,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.1578977e-08
TX,48149,24554,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.997599e-09
TX,48151,3974,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.293955e-09
TX,48153,6446,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.6525e-11
TX,48155,1336,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.08838e-10
TX,48157,585375,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.227287977e-06
TX,48159,10605,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.35546e-09
TX,48161,19816,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.7462823e-08
TX,48163,17217,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.58823e-09
TX,48165,17526,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.5569737e-08
TX,48167,291309,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.291346048e-06
TX,48169,6461,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.0125831e-08
TX,48171,24837,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.567039e-09
TX,48173,1226,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.5884329e-08
TX,48175,7210,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.9513616e-08
TX,48177,19807,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.2807314e-08
TX,48179,22535,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.0223217e-08
TX,48181,120877,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.49885089e-07
TX,48183,121729,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.9620959e-08
TX,48185,26604,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.923073e-09
TX,48187,131533,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.4186735e-07
TX,48189,36273,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.63389e-10
TX,48191,3353,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.1794e-11
TX,48193,8517,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.61079e-10
TX,48195,5613,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.2431123e-08
TX,48197,4139,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",8.46853e-10
TX,48199,54635,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.61229893e-07
TX,48201,4092450,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.508066061e-06
TX,48203,65631,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.0485333e-08
TX,48205,6062,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.045252e-09
TX,48207,5899,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.351516e-09
TX,48209,157107,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.93352196e-07
TX,48211,3807,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.1578036e-08
TX,48213,78532,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.92944e-09
TX,48215,774769,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.7010165e-08
TX,48217,35089,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.4497563e-07
TX,48219,22935,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.3626345e-08
TX,48221,51182,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.3260883e-08
TX,48223,35161,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.313012e-09
TX,48225,23732,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.591143e-09
TX,48227,35012,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.5492307e-08
TX,48229,3476,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",6.3423941e-08
TX,48231,86129,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.4150371e-08
TX,48233,22150,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.3963232e-08
TX,48235,1599,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.2332644e-08
TX,48237,9044,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.8210238e-08
TX,48239,14073,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.6360227e-08
TX,48241,35710,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.0419682e-08
TX,48243,2342,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.016e-11
TX,48245,252267,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.821277815e-06
TX,48247,5300,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.310057e-09
TX,48249,40838,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.526337e-09
TX,48251,150934,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",9.8942892e-08
TX,48253,20202,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.813528e-09
TX,48255,14824,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.24729211e-07
TX,48257,103350,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",2.84905e-10
TX,48259,33410,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.208263e-09
TX,48261,416,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",7.176103e-09
TX,48263,808,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.318062e-09
TX,48265,49625,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",3.1172564e-08
TX,48267,4607,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",5.787e-11
TX,48269,286,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",1.169143e-09
