datetimeobject,epochmilli,STUSPS,COUNTYGEOID,deathCumulative,positiveCumulative,deathRate,positiveRate,ndays,deathPositiveRate
2020-11-08,1604793600000,AK,02188,0.0,284.0,0.0,3726.545072825089,291,0.0
2020-11-08,1604793600000,AK,02195,1.0,21.0,30.61849357011635,642.9883649724434,291,4.761904761904761
2020-11-08,1604793600000,AK,02198,1.0,40.0,16.12123166209898,644.8492664839594,291,2.5
2020-11-08,1604793600000,AK,02220,0.0,98.0,0.0,1153.8914400094195,291,0.0
2020-11-08,1604793600000,AK,02230,0.0,7.0,0.0,591.7159763313609,291,0.0
2020-11-08,1604793600000,AK,02240,1.0,105.0,14.507471347744088,1523.2844915131293,291,0.9523809523809523
2020-11-08,1604793600000,AK,02261,1.0,196.0,10.867202782003913,2129.971745272767,291,0.5102040816326531
2020-11-08,1604793600000,AK,02275,0.0,19.0,0.0,759.3924860111911,291,0.0
2020-11-08,1604793600000,AK,02282,0.0,38.0,0.0,6563.039723661486,291,0.0
2020-11-08,1604793600000,AK,02290,2.0,127.0,38.24091778202677,2428.2982791587,291,1.574803149606299
2020-11-08,1604793600000,AZ,04001,184.0,4127.0,255.95726626511055,5740.954553674517,291,4.4584443905984985
2020-11-08,1604793600000,AZ,04003,76.0,2384.0,60.3548228268293,1893.2354949889614,291,3.1879194630872476
2020-11-08,1604793600000,AZ,04005,151.0,5846.0,105.2440826340294,4074.5490535002373,291,2.5829627095449883
2020-11-08,1604793600000,AZ,04007,75.0,2168.0,138.84260801954903,4013.4769891517644,291,3.4594095940959404
2020-11-08,1604793600000,AZ,04009,31.0,1434.0,79.82078945335633,3692.3552282617093,291,2.1617852161785214
2020-11-08,1604793600000,AZ,04011,2.0,116.0,21.05706464518846,1221.3097494209308,291,1.7241379310344827
2020-11-08,1604793600000,AZ,04012,18.0,646.0,85.27572484366117,3060.4510138336177,291,2.786377708978328
2020-11-08,1604793600000,AZ,04013,3709.0,166850.0,82.69024888226595,3719.835002967396,291,2.2229547497752473
2020-11-08,1604793600000,AZ,04015,240.0,4740.0,113.11097600633421,2233.9417761251007,291,5.063291139240506
2020-11-08,1604793600000,AZ,04017,258.0,6803.0,232.59168439652373,6133.028019184307,291,3.792444509775099
2020-11-08,1604793600000,AZ,04019,659.0,30419.0,62.92497032786869,2904.5746166971744,291,2.166409152174628
2020-11-08,1604793600000,AZ,04021,231.0,12805.0,49.9147559687028,2766.919697745625,291,1.8039828192112457
2020-11-08,1604793600000,AZ,04023,66.0,3130.0,141.94158888554347,6731.472321390167,291,2.108626198083067
2020-11-08,1604793600000,AZ,04025,101.0,3284.0,42.96062509836282,1396.8583447824108,291,3.0755176613885506
2020-11-08,1604793600000,AZ,04027,363.0,14512.0,169.79516995888432,6788.064756042229,291,2.5013781697905184
2020-11-08,1604793600000,AR,05001,20.0,778.0,114.37721605856113,4449.273704678028,291,2.5706940874035995
2020-11-08,1604793600000,AR,05003,13.0,617.0,66.13420155669736,3138.830950806328,291,2.1069692058346843
2020-11-08,1604793600000,AR,05005,13.0,916.0,31.002575598588194,2184.489172946676,291,1.4192139737991267
2020-11-08,1604793600000,AR,05007,130.0,9508.0,46.57144597174905,3406.163909995307,291,1.3672696676482963
2020-11-08,1604793600000,AR,05009,38.0,1197.0,101.5174182517632,3197.798674930541,291,3.174603174603175
2020-11-08,1604793600000,AR,05011,8.0,383.0,74.3287187587104,3558.4874105732606,291,2.0887728459530024
2020-11-08,1604793600000,AR,05013,0.0,79.0,0.0,1522.451339371748,291,0.0
2020-11-08,1604793600000,AR,05015,20.0,1094.0,70.47216349541931,3854.8273431994367,291,1.8281535648994514
2020-11-08,1604793600000,AR,05017,23.0,1065.0,227.31765170982405,10525.795611780984,291,2.1596244131455395
2020-11-08,1604793600000,AR,05019,6.0,602.0,26.881720430107528,2697.1326164874554,291,0.9966777408637875
2020-11-08,1604793600000,AR,05021,16.0,577.0,109.95807848257853,3965.363205277988,291,2.7729636048526864
2020-11-08,1604793600000,AR,05023,18.0,547.0,72.23403828404028,2195.1121634094466,291,3.2906764168190126
2020-11-08,1604793600000,AR,05025,13.0,281.0,163.39869281045753,3531.92559074912,291,4.626334519572954
2020-11-08,1604793600000,AR,05027,22.0,805.0,93.78863452274375,3431.8113995822146,291,2.732919254658385
2020-11-08,1604793600000,AR,05029,4.0,402.0,19.18833349323611,1928.427516070229,291,0.9950248756218906
2020-11-08,1604793600000,AR,05031,55.0,5509.0,49.84954500960736,4993.111699235036,291,0.998366309675077
2020-11-08,1604793600000,AR,05033,33.0,2376.0,52.1681394944433,3756.1060435999175,291,1.388888888888889
2020-11-08,1604793600000,AR,05035,53.0,2705.0,110.52027942863101,5640.704827442393,291,1.959334565619224
2020-11-08,1604793600000,AR,05037,23.0,639.0,140.08161276569828,3891.83263292527,291,3.5993740219092327
2020-11-08,1604793600000,AR,05039,6.0,198.0,85.60422314167499,2824.9393636752748,291,3.0303030303030303
2020-11-08,1604793600000,AR,05041,8.0,458.0,70.41633659008889,4031.33526978259,291,1.7467248908296937
2020-11-08,1604793600000,AR,05043,7.0,473.0,38.42142817937318,2596.1907898347877,291,1.4799154334038056
2020-11-08,1604793600000,AR,05045,44.0,3748.0,34.918694993135304,2974.437928051616,291,1.1739594450373534
2020-11-08,1604793600000,AR,05047,3.0,622.0,16.934801016088063,3511.148744002258,291,0.482315112540193
2020-11-08,1604793600000,AR,05049,11.0,383.0,88.16221848200689,3069.648152600785,291,2.872062663185379
2020-11-08,1604793600000,AR,05051,78.0,2838.0,78.48187873543557,2855.5329724508483,291,2.748414376321353
2020-11-08,1604793600000,AR,05053,4.0,410.0,21.899808376676706,2244.730358609362,291,0.9756097560975611
2020-11-08,1604793600000,AR,05055,23.0,1917.0,50.744622173193605,4229.453943739658,291,1.1997913406364111
2020-11-08,1604793600000,AR,05057,5.0,670.0,23.22125208991269,3111.6477800483003,291,0.7462686567164178
2020-11-08,1604793600000,AR,05059,39.0,2418.0,115.4836990317136,7159.989339966242,291,1.612903225806452
2020-11-08,1604793600000,AR,05061,15.0,687.0,113.61914861384638,5203.7570065141645,291,2.1834061135371177
2020-11-08,1604793600000,AR,05063,66.0,1613.0,174.48777263714476,4264.375413086583,291,4.091754494730317
2020-11-08,1604793600000,AR,05065,2.0,835.0,14.674590945777387,6126.641719862059,291,0.23952095808383234
2020-11-08,1604793600000,AR,05067,6.0,1029.0,35.887313834559485,6154.674322626951,291,0.5830903790087465
2020-11-08,1604793600000,AR,05069,102.0,4547.0,152.6397701424638,6804.441518017479,291,2.2432372993182317
2020-11-08,1604793600000,AR,05071,11.0,1090.0,41.38761381593799,4101.136278124764,291,1.0091743119266057
2020-11-08,1604793600000,AR,05073,3.0,220.0,45.289855072463766,3321.2560386473433,291,1.3636363636363635
2020-11-08,1604793600000,AR,05075,23.0,955.0,140.1926124588565,5821.041082530781,291,2.408376963350785
2020-11-08,1604793600000,AR,05077,18.0,1118.0,203.22908434007,12622.784238455459,291,1.6100178890876566
2020-11-08,1604793600000,AR,05079,18.0,2355.0,138.2063882063882,18082.002457002458,291,0.7643312101910827
2020-11-08,1604793600000,AR,05081,37.0,517.0,301.8190717024227,4217.3097316257445,291,7.156673114119923
2020-11-08,1604793600000,AR,05083,5.0,650.0,23.29264884002609,3028.0443492033914,291,0.7692307692307693
2020-11-08,1604793600000,AR,05085,34.0,2054.0,46.37902576764108,2801.8387919627876,291,1.6553067185978578
2020-11-08,1604793600000,AR,05087,6.0,473.0,36.196911196911195,2853.5231660231657,291,1.2684989429175477
2020-11-08,1604793600000,AR,05089,2.0,219.0,11.980352222355338,1311.8485683479093,291,0.9132420091324203
2020-11-08,1604793600000,AR,05091,22.0,1783.0,50.85882053771644,4121.876228124928,291,1.2338754907459337
2020-11-08,1604793600000,AR,05093,71.0,2622.0,174.65745000123,6450.025829622888,291,2.707856598016781
2020-11-08,1604793600000,AR,05095,2.0,249.0,29.846291598268916,3715.86330398448,291,0.8032128514056226
2020-11-08,1604793600000,AR,05097,9.0,198.0,100.15579790785667,2203.4275539728465,291,4.545454545454546
2020-11-08,1604793600000,AR,05099,14.0,366.0,169.65584100824043,4435.288414929714,291,3.8251366120218577
2020-11-08,1604793600000,AR,05101,21.0,345.0,270.8628917838256,4449.890365019992,291,6.086956521739131
2020-11-08,1604793600000,AR,05103,9.0,434.0,38.49114703618167,1856.1286459669834,291,2.073732718894009
2020-11-08,1604793600000,AR,05105,2.0,180.0,19.12960306073649,1721.664275466284,291,1.1111111111111112
2020-11-08,1604793600000,AR,05107,16.0,807.0,89.9786300753571,4538.2971544258235,291,1.9826517967781911
2020-11-08,1604793600000,AR,05109,1.0,288.0,9.33009889904833,2687.068482925919,291,0.34722222222222227
2020-11-08,1604793600000,AR,05111,31.0,1332.0,131.75790547432848,5661.339680380823,291,2.3273273273273274
2020-11-08,1604793600000,AR,05113,5.0,435.0,25.045081146062916,2178.9220597074736,291,1.149425287356322
2020-11-08,1604793600000,AR,05115,38.0,2981.0,59.308278187039576,4652.578349356973,291,1.274740020127474
2020-11-08,1604793600000,AR,05117,5.0,275.0,62.019350037211616,3411.064252046639,291,1.8181818181818181
2020-11-08,1604793600000,AR,05119,230.0,13223.0,58.686793685301005,3373.980316959718,291,1.7393934810557363
2020-11-08,1604793600000,AR,05121,26.0,754.0,144.78226974050563,4198.685822474663,291,3.4482758620689653
2020-11-08,1604793600000,AR,05123,10.0,1843.0,40.00960230455309,7373.769704729136,291,0.5425935973955507
2020-11-08,1604793600000,AR,05125,41.0,3382.0,33.48660943995687,2762.236905510589,291,1.2123004139562388
2020-11-08,1604793600000,AR,05127,2.0,265.0,19.45336056803813,2577.570275265052,291,0.7547169811320755
2020-11-08,1604793600000,AR,05129,1.0,227.0,12.688745083111279,2880.3451338662608,291,0.44052863436123335
2020-11-08,1604793600000,AR,05131,106.0,5562.0,82.92457774961471,4351.193409842991,291,1.905789284430061
2020-11-08,1604793600000,AR,05133,16.0,1498.0,94.07890868465925,8808.137825601223,291,1.0680907877169559
2020-11-08,1604793600000,AR,05135,12.0,446.0,68.79944960440316,2557.046210296984,291,2.690582959641256
2020-11-08,1604793600000,AR,05137,22.0,416.0,175.91556053094516,3326.4033264033264,291,5.288461538461538
2020-11-08,1604793600000,AR,05139,53.0,1261.0,137.01463212863865,3259.914171966289,291,4.203013481363998
2020-11-08,1604793600000,AR,05141,3.0,246.0,18.13236627379873,1486.8540344514959,291,1.2195121951219512
2020-11-08,1604793600000,AR,05143,162.0,12523.0,67.72943345583164,5235.652439304811,291,1.293619739678991
2020-11-08,1604793600000,AR,05145,39.0,1917.0,49.52192297436288,2434.1929831244524,291,2.0344287949921753
2020-11-08,1604793600000,AR,05147,0.0,152.0,0.0,2405.0632911392404,291,0.0
2020-11-08,1604793600000,AR,05149,32.0,1411.0,149.9461131155991,6611.686425190947,291,2.2678951098511697
2020-11-08,1604793600000,CA,06001,475.0,24664.0,28.420496503082276,1475.711843688466,291,1.9258838793383066
2020-11-08,1604793600000,CA,06003,0.0,23.0,0.0,2037.2010628875112,291,0.0
2020-11-08,1604793600000,CA,06005,16.0,375.0,40.24954719259408,943.3487623264238,291,4.266666666666667
2020-11-08,1604793600000,CA,06007,54.0,3277.0,24.636610002463662,1495.077240334693,291,1.6478486420506562
2020-11-08,1604793600000,CA,06009,21.0,366.0,45.74665069164579,797.2987691972552,291,5.7377049180327875
2020-11-08,1604793600000,CA,06011,6.0,583.0,27.846103865967418,2705.7130923098343,291,1.0291595197255572
2020-11-08,1604793600000,CA,06013,251.0,19943.0,21.759370833427248,1728.8730379722692,291,1.2585869728726873
2020-11-08,1604793600000,CA,06015,1.0,203.0,3.5955702574428305,729.9007622608946,291,0.4926108374384237
2020-11-08,1604793600000,CA,06017,4.0,1495.0,2.0742261839942335,775.2420362678448,291,0.26755852842809363
2020-11-08,1604793600000,CA,06019,454.0,32497.0,45.440851325341484,3252.6241090740577,291,1.3970520355725142
2020-11-08,1604793600000,CA,06021,3.0,716.0,10.565984573662522,2521.7483182474557,291,0.4189944134078212
2020-11-08,1604793600000,CA,06023,10.0,605.0,7.376916153970995,446.30342731524513,291,1.6528925619834711
2020-11-08,1604793600000,CA,06025,341.0,13398.0,188.17426813453633,7393.42769638275,291,2.5451559934318557
2020-11-08,1604793600000,CA,06027,15.0,252.0,83.15316813570597,1396.9732246798603,291,5.952380952380952
2020-11-08,1604793600000,CA,06029,429.0,35063.0,47.65597054883237,3895.0146744841713,291,1.223511964178764
2020-11-08,1604793600000,CA,06031,87.0,9005.0,56.88505296194586,5887.929907153132,291,0.9661299278178789
2020-11-08,1604793600000,CA,06033,17.0,751.0,26.403255366073374,1166.402634113006,291,2.263648468708389
2020-11-08,1604793600000,CA,06035,1.0,799.0,3.2708599090700945,2613.4170673470057,291,0.12515644555694616
2020-11-08,1604793600000,CA,06037,7170.0,319977.0,71.42069508772046,3187.30540475363,291,2.2407860564978113
2020-11-08,1604793600000,CA,06039,76.0,5249.0,48.30702930838318,3336.3631163118857,291,1.4478948371118308
2020-11-08,1604793600000,CA,06041,127.0,7232.0,49.06771344455348,2794.1551467008726,291,1.75608407079646
2020-11-08,1604793600000,CA,06043,2.0,89.0,11.625879207115037,517.3516247166192,291,2.2471910112359548
2020-11-08,1604793600000,CA,06045,21.0,1216.0,24.207771847514092,1401.7452650751018,291,1.726973684210526
2020-11-08,1604793600000,CA,06047,164.0,9982.0,59.06078939786805,3594.7853644482857,291,1.6429573231817272
2020-11-08,1604793600000,CA,06049,0.0,73.0,0.0,825.6984504015384,291,0.0
2020-11-08,1604793600000,CA,06051,2.0,352.0,13.846579894765993,2436.9980614788146,291,0.5681818181818182
2020-11-08,1604793600000,CA,06053,101.0,12136.0,23.268618926832865,2795.920389069739,291,0.8322346736980883
2020-11-08,1604793600000,CA,06055,16.0,2260.0,11.615750958299454,1640.724822859798,291,0.7079646017699115
2020-11-08,1604793600000,CA,06057,9.0,710.0,9.022104155180191,711.7437722419928,291,1.267605633802817
2020-11-08,1604793600000,CA,06059,1509.0,62255.0,47.517202549869445,1960.3601356806641,291,2.4239016946430008
2020-11-08,1604793600000,CA,06061,60.0,4745.0,15.062925370736252,1191.2263480690585,291,1.2644889357218125
2020-11-08,1604793600000,CA,06063,0.0,99.0,0.0,526.3997447758813,291,0.0
2020-11-08,1604793600000,CA,06065,1333.0,71153.0,53.95568429003144,2880.051616120485,291,1.8734276840048911
2020-11-08,1604793600000,CA,06067,508.0,27773.0,32.73073557818071,1789.4305496315214,291,1.8291146077125264
2020-11-08,1604793600000,CA,06069,15.0,1509.0,23.88230798624379,2402.5601834161253,291,0.9940357852882704
2020-11-08,1604793600000,CA,06071,1096.0,68721.0,50.27326916152352,3152.216542015564,291,1.594854556831245
2020-11-08,1604793600000,CA,06073,908.0,59682.0,27.199228356693315,1787.7801176037121,291,1.521396736034315
2020-11-08,1604793600000,CA,06075,151.0,12980.0,17.128940081606352,1472.4082268824534,291,1.1633281972265022
2020-11-08,1604793600000,CA,06077,494.0,22635.0,64.81680723429045,2969.8956108262437,291,2.1824607908106914
2020-11-08,1604793600000,CA,06079,33.0,4668.0,11.656205516564174,1648.8232530703503,291,0.7069408740359898
2020-11-08,1604793600000,CA,06081,162.0,11810.0,21.13301668595163,1540.6230065499308,291,1.3717188823031328
2020-11-08,1604793600000,CA,06083,131.0,10157.0,29.33937142076466,2274.8091261122645,291,1.289750910701979
2020-11-08,1604793600000,CA,06085,430.0,26490.0,22.30461674443889,1374.0681338608981,291,1.6232540581351453
2020-11-08,1604793600000,CA,06087,26.0,3130.0,9.516384652267645,1145.626306215297,291,0.830670926517572
2020-11-08,1604793600000,CA,06089,34.0,2547.0,18.88049755664149,1414.3713904931142,291,1.3349038084020415
2020-11-08,1604793600000,CA,06091,0.0,7.0,0.0,232.9450915141431,291,0.0
2020-11-08,1604793600000,CA,06093,0.0,292.0,0.0,670.66308367211,291,0.0
2020-11-08,1604793600000,CA,06095,79.0,8132.0,17.647991814906074,1816.6261954280533,291,0.9714707329070339
2020-11-08,1604793600000,CA,06097,146.0,10248.0,29.53456758156396,2073.0838943552562,291,1.4246682279469167
2020-11-08,1604793600000,CA,06099,407.0,18386.0,73.91130643228126,3338.902408019467,291,2.2136408136625696
2020-11-08,1604793600000,CA,06101,12.0,1992.0,12.374833713171977,2054.2223963865486,291,0.6024096385542167
2020-11-08,1604793600000,CA,06103,19.0,1043.0,29.19304283694917,1602.5444041546307,291,1.821668264621285
2020-11-08,1604793600000,CA,06105,0.0,43.0,0.0,350.02035002035,291,0.0
2020-11-08,1604793600000,CA,06107,297.0,18312.0,63.707246967470695,3927.9700554489004,291,1.6218872870249015
2020-11-08,1604793600000,CA,06109,8.0,329.0,14.684826902602884,603.9135063695437,291,2.4316109422492396
2020-11-08,1604793600000,CA,06111,169.0,15364.0,19.976217662758895,1816.0627702404001,291,1.0999739651132519
2020-11-08,1604793600000,CA,06113,63.0,3486.0,28.571428571428573,1580.9523809523807,291,1.8072289156626509
2020-11-08,1604793600000,CA,06115,10.0,1434.0,12.711648955102456,1822.8504601616924,291,0.6973500697350069
2020-11-08,1604793600000,CO,08001,272.0,18226.0,52.56841140966447,3522.4700968843554,291,1.4923735323164709
2020-11-08,1604793600000,CO,08003,9.0,393.0,55.442616891517275,2420.994270929588,291,2.2900763358778624
2020-11-08,1604793600000,CO,08005,391.0,16332.0,59.550099757839746,2487.3970057417873,291,2.3940729855498404
2020-11-08,1604793600000,CO,08007,0.0,73.0,0.0,520.3507021170433,291,0.0
2020-11-08,1604793600000,CO,08009,0.0,39.0,0.0,1089.0812622172577,291,0.0
2020-11-08,1604793600000,CO,08011,0.0,24.0,0.0,430.3388918773534,291,0.0
2020-11-08,1604793600000,CO,08013,97.0,6863.0,29.736722706593582,2103.9497725293995,291,1.4133760746029433
2020-11-08,1604793600000,CO,08014,43.0,1269.0,61.023203008585824,1800.8940608812886,291,3.38849487785658
2020-11-08,1604793600000,CO,08015,20.0,466.0,98.25112988799373,2289.2513263902533,291,4.291845493562232
2020-11-08,1604793600000,CO,08017,0.0,16.0,0.0,873.8394320043691,291,0.0
2020-11-08,1604793600000,CO,08019,1.0,108.0,10.309278350515465,1113.4020618556701,291,0.925925925925926
2020-11-08,1604793600000,CO,08021,1.0,103.0,12.18769043266301,1255.3321145642901,291,0.9708737864077669
2020-11-08,1604793600000,CO,08023,1.0,48.0,25.72678157962439,1234.8855158219708,291,2.083333333333333
